ccs/ccs2007fmse,2007,None,"Formal methods in security engineering: where we've been, where we are, where we need to go.",John McLean;,http://doi.acm.org/10.1145/1314436.1314437
ccs/ccs2007fmse,2007,None,Verification condition generation for conditional information flow.,Torben Amtoft;Anindya Banerjee;,http://doi.acm.org/10.1145/1314436.1314438
ccs/ccs2007fmse,2007,None,A simple and expressive semantic framework for policy composition in access control.,Glenn Bruns;Daniel S. Dantas;Michael Huth;,http://doi.acm.org/10.1145/1314436.1314439
ccs/ccs2007fmse,2007,None,Formal correctness of conflict detection for firewalls.,Venanzio Capretta;Bernard Stepien;Amy P. Felty;Stan Matwin;,http://doi.acm.org/10.1145/1314436.1314440
ccs/ccs2007fmse,2007,None,Security policy compliance with violation management.,Julien Brunel;Frédéric Cuppens;Nora Cuppens-Boulahia;Thierry Sans;Jean-Paul Bodeveix;,http://doi.acm.org/10.1145/1314436.1314441
ccs/ccs2007fmse,2007,None,"Cryptol: specification, implementation and verification of high-grade cryptographic applications.",Jeff Lewis;,http://doi.acm.org/10.1145/1314436.1314442
ccs/ccs2007fmse,2007,None,Security policy analysis using deductive spreadsheets.,Anu Singh;C. R. Ramakrishnan;I. V. Ramakrishnan;Scott D. Stoller;David Scott Warren;,http://doi.acm.org/10.1145/1314436.1314443
ccs/ccs2007fmse,2007,None,A calculus of challenges and responses.,Michael Backes;Agostino Cortesi;Riccardo Focardi;Matteo Maffei;,http://doi.acm.org/10.1145/1314436.1314444
ccs/ccs2007fmse,2007,None,Selecting theories and nonce generation for recursive protocols.,Klaas Ole Kürtz;Ralf Küsters;Thomas Wilke;,http://doi.acm.org/10.1145/1314436.1314445
ccs/ccs2007fmse,2007,None,Weaving rewrite-based access control policies.,Anderson Santana de Oliveira;Eric Ke Wang;Claude Kirchner;Hélène Kirchner;,http://doi.acm.org/10.1145/1314436.1314446
