ccs/drm2007,2007,Architecture and implementation,A security architecture for pay-per-view business models in conditional access systems.,Bart Kirkels;Martijn Maas;Peter Roelse;,http://doi.acm.org/10.1145/1314276.1314279
ccs/drm2007,2007,Architecture and implementation,On implementing mpeg-21 intellectual property management and protection.,Nicholas Paul Sheppard;,http://doi.acm.org/10.1145/1314276.1314280
ccs/drm2007,2007,Applications of DRM,Drm to counter side-channel attacks?,Ryad Benadjila;Olivier Billet;Stanislas Francfort;,http://doi.acm.org/10.1145/1314276.1314282
ccs/drm2007,2007,Legal aspects,Protecting fair use from digital rights management in china.,Huijia Xie;,http://doi.acm.org/10.1145/1314276.1314284
ccs/drm2007,2007,Legal aspects,"Digital rights management: desirable, inevitable, and almost irrelevant.",Andrew M. Odlyzko;,http://doi.acm.org/10.1145/1314276.1314277
ccs/drm2007,2007,Modeling of DRM systems,Persistent access control: a formal model for DRM.,Alapan Arnab;Andrew Hutchison;,http://doi.acm.org/10.1145/1314276.1314286
ccs/drm2007,2007,Modeling of DRM systems,The drm game.,Gregory L. Heileman;Pramod A. Jamkhedkar;Joud Khoury;Curtis J. Hrncir;,http://doi.acm.org/10.1145/1314276.1314287
ccs/drm2007,2007,Software protection methods,Data structures for limited oblivious execution of programs while preserving locality of reference.,Avinash V. Varadarajan;Ramarathnam Venkatesan;C. Pandu Rangan;,http://doi.acm.org/10.1145/1314276.1314289
ccs/drm2007,2007,Software protection methods,"Slicing obfuscations: design, correctness, and evaluation.",Anirban Majumdar;Stephen Drape;Clark D. Thomborson;,http://doi.acm.org/10.1145/1314276.1314290
ccs/drm2007,2007,Software protection methods,Mechanism for software tamper resistance: an application of white-box cryptography.,Wil Michiels;Paul Gorissen;,http://doi.acm.org/10.1145/1314276.1314291
ccs/drm2007,2007,Supporting technology,Randomized radon transforms for biometric authentication via fingerprint hashing.,Mariusz H. Jakubowski;Ramarathnam Venkatesan;,http://doi.acm.org/10.1145/1314276.1314293
