ccs/dim2011,2011,Keynote address,Identity management tools for protecting online privacy.,Jan Camenisch;,http://doi.acm.org/10.1145/2046642.2046644
ccs/dim2011,2011,Policy and framework,GISL: a generalized identity specification language based on XML schema.,Yuan Cao;Lin Yang;,http://doi.acm.org/10.1145/2046642.2046646
ccs/dim2011,2011,Policy and framework,A comprehensive framework enabling data-minimizing authentication.,Patrik Bichsel;Jan Camenisch;Franz-Stefan Preiss;,http://doi.acm.org/10.1145/2046642.2046647
ccs/dim2011,2011,Policy and framework,Digital identity security architecture in Ethos.,W. Michael Petullo;Jon A. Solworth;,http://doi.acm.org/10.1145/2046642.2046648
ccs/dim2011,2011,Keynote address,Who needs Facebook or Google+ anyway: privacy and sociality in social network sites.,Ronald Leenes;,http://doi.acm.org/10.1145/2046642.2046650
ccs/dim2011,2011,Usability and social networks,Johnny in internet café: user study and exploration of password autocomplete in web browsers.,Kemal Bicakci;Nart Bedin Atalay;Hakan Ezgi Kiziloz;,http://doi.acm.org/10.1145/2046642.2046652
ccs/dim2011,2011,Usability and social networks,Leveraging social networks to gain access to organisational resources.,David W. Chadwick;George Inman;Kristy W. S. Siu;Mohammad Sadek Ferdous;,http://doi.acm.org/10.1145/2046642.2046653
ccs/dim2011,2011,Cryptography,Anonymous credentials from (indexed) aggregate signatures.,Sébastien Canard;Roch Lescuyer;,http://doi.acm.org/10.1145/2046642.2046655
ccs/dim2011,2011,Cryptography,The power of recognition: secure single sign-on using TLS channel bindings.,Jörg Schwenk;Florian Kohlar;Marcus Amon;,http://doi.acm.org/10.1145/2046642.2046656
ccs/dim2011,2011,Biometrics and authentication,Behavioral biometrics for persistent single sign-on.,Tarik Mustafic;Arik Messerman;Seyit Ahmet Çamtepe;Aubrey-Derrick Schmidt;Sahin Albayrak;,http://doi.acm.org/10.1145/2046642.2046658
ccs/dim2011,2011,Biometrics and authentication,Client-based authentication technology: user-centric authentication using secure containers.,Conor P. Cahill;Jason Martin;Matthew W. Pagano;Vinay Phegade;Anand Rajan;,http://doi.acm.org/10.1145/2046642.2046659
