dcc/dcc20,April 2000,Number 1,The Xedni Calculus and the Elliptic Curve Discrete Logarithm Problem.,Joseph H. Silverman;,None
dcc/dcc20,April 2000,Number 1,Analysis of the Xedni Calculus Attack.,Michael J. Jacobson Jr.;Neal Koblitz;Joseph H. Silverman;Andreas Stein;Edlyn Teske;,None
dcc/dcc20,April 2000,Number 1,Pencils of Hyperconics in Projective Planes of Characteristic Two.,James M. McQuillan;,None
dcc/dcc20,April 2000,Number 1,Difference Sets in Z4m and F22m.,Jacques Wolfmann;,None
dcc/dcc20,April 2000,Number 1,Automorphisms of Constant Weight Codes and of Divisible Designs.,Ralph-Hardo Schulz;Antonino Giorgio Spera;,None
dcc/dcc20,June 2000,Number 2,Binary Quasi-Cyclic Goppa Codes.,Grégoire Bommier;Francis Blanchet;,None
dcc/dcc20,June 2000,Number 2,On the Key Equation Over a Commutative Ring.,Graham H. Norton;Ana Salagean-Mandache;,None
dcc/dcc20,June 2000,Number 2,Mixed Partitions of Projective Geometries.,Arrigo Bonisoli;Antonio Cossidente;,None
dcc/dcc20,June 2000,Number 2,Parallel Multiplication in using Polynomial Residue Arithmetic.,Alper Halbutogullari;Çetin Kaya Koç;,None
dcc/dcc20,June 2000,Number 2,Cryptanalysis of the Matsumoto and Imai Public Key Scheme of Eurocrypt'98.,Jacques Patarin;,None
dcc/dcc20,July 2000,Number 3,Maximum Kirkman Signal Sets for Synchronous Uni-Polar Multi-User Communication Systems.,Charles J. Colbourn;Sufang Zhao;,None
dcc/dcc20,July 2000,Number 3,Linear Codes and Their Coordinate Ordering.,Sylvia B. Encheva;Gérard D. Cohen;,None
dcc/dcc20,July 2000,Number 3,"Bent Functions, Partial Difference Sets, and Quasi-Frobenius Local Rings.",Xiang-dong Hou;,None
dcc/dcc20,July 2000,Number 3,Hiding Cliques for Cryptographic Security.,Ari Juels;Marcus Peinado;,None
dcc/dcc20,July 2000,Number 3,Combinatorial Classification of Optimal Authentication Codes with Arbitration.,Satoshi Obana;Kaoru Kurosawa;,None
dcc/dcc20,July 2000,Number 3,"The Non-Collinearity Graph of the (8, 2) Quadric Is Uniquely Geometrisable.",Pratima Panigrahi;,None
dcc/dcc20,July 2000,Number 3,"Small Blocking Sets in PG(2, p).",Olga Polverino;,None
dcc/dcc20,July 2000,Number 3,New Colored Visual Secret Sharing Schemes.,Ching-Nung Yang;Chi-Sung Laih;,None
