dcc/dcc4,January 1994,Number 1,Some New 2-Resolvable Steiner Quadruple Systems.,Luc Teirlinck;,https://doi.org/10.1007/BF01388556
dcc/dcc4,January 1994,Number 1,Decoding Perfect Maps.,Chris J. Mitchell;Kenneth G. Paterson;,https://doi.org/10.1007/BF01388557
dcc/dcc4,January 1994,Number 1,"Quaternary Constructions for the Binary Single-Error-Correcting Codes of Julin, Best and Others.",John H. Conway;Neil J. A. Sloane;,https://doi.org/10.1007/BF01388558
dcc/dcc4,January 1994,Number 1,On Designs and Formally Self-Dual Codes.,George T. Kennedy;Vera Pless;,https://doi.org/10.1007/BF01388559
dcc/dcc4,January 1994,Number 1,"On the [28, 7, 12] Binary Self-Complementary Codes and Their Residuals.",Stefan M. Dodunekov;Sylvia B. Encheva;Stoyan N. Kapralov;,https://doi.org/10.1007/BF01388560
dcc/dcc4,January 1994,Number 1,A Shift Register Construction of Unconditionally Secure Authentication Codes.,Thomas Johansson;,https://doi.org/10.1007/BF01388561
dcc/dcc4,January 1994,Number 1,Geometric Secret Sharing Schemes and Their Duals.,Wen-Ai Jackson;Keith M. Martin;,https://doi.org/10.1007/BF01388562
dcc/dcc4,April 1994,Number 2,Translation Planes of Order 27.,Ulrich Dempwolff;,https://doi.org/10.1007/BF01578865
dcc/dcc4,April 1994,Number 2,A Coding Theoretic Solution to the 36 Officer Problem.,Steven T. Dougherty;,https://doi.org/10.1007/BF01578866
dcc/dcc4,April 1994,Number 2,On Completely Free Elements in Finite Fields.,Dirk Hachenberger;,https://doi.org/10.1007/BF01578867
dcc/dcc4,April 1994,Number 2,On Row-Cyclic Codes with Algebraic Structure.,Roberta Evans Sabin;,https://doi.org/10.1007/BF01578868
dcc/dcc4,April 1994,Number 2,On the Rigidity of Spherical t-Designs that Are Orbits of Finite Reflection Groups.,Attila Sali;,https://doi.org/10.1007/BF01578869
dcc/dcc4,April 1994,Number 2,A Counter-Example to a Recent Result on the q-ary Image of a qs-ary Cyclic Code.,Gérald E. Séguin;,https://doi.org/10.1007/BF01578870
dcc/dcc4,April 1994,Number 2,Some Constructions for Key Distribution Patterns.,Kathleen A. S. Quinn;,https://doi.org/10.1007/BF01578871
dcc/dcc4,July 1994,Number 3,"Maximal Three-Independent Subsets of {0, 1, 2}.",A. Robert Calderbank;Peter C. Fishburn;,https://doi.org/10.1007/BF01388452
dcc/dcc4,July 1994,Number 3,A Binary Perfect Code of Length 15 and Codimension 0.,Olof Heden;,https://doi.org/10.1007/BF01388453
dcc/dcc4,July 1994,Number 3,A Survey of Partial Difference Sets.,Siu Lun Ma;,https://doi.org/10.1007/BF01388454
dcc/dcc4,July 1994,Number 3,On Evaluating the Linear Complexity of a Sequence of Least Period 2n.,Matthew J. B. Robshaw;,https://doi.org/10.1007/BF01388455
dcc/dcc4,July 1994,Number 3,"An Optimal Ternary [69, 5, 45] Code and Related Codes.",Marijn van Eupen;R. Hill;,https://doi.org/10.1007/BF01388456
dcc/dcc4,July 1994,Number 3,The Weight Hierarchies of the Projective Codes from Nondegenerate Quadrics.,Zhe-xian Wan;,https://doi.org/10.1007/BF01388457
dcc/dcc4,October 1994,Number 4,A Bruen Chain for q = 19.,R. D. Baker;Gary L. Ebert;,https://doi.org/10.1007/BF01388646
dcc/dcc4,October 1994,Number 4,An Exponent Bound on Skew Hadamard Abelian Difference Sets.,Yu Qing Chen;Qing Xiang;Surinder K. Sehgal;,https://doi.org/10.1007/BF01388647
dcc/dcc4,October 1994,Number 4,"A New Class of Symmetric (nu, k, lambda)-Designs.",Dieter Jungnickel;Alexander Pott;,https://doi.org/10.1007/BF01388648
dcc/dcc4,October 1994,Number 4,On Sequences with Zero Autocorrelation.,Christos Koukouvinos;Stratis Kounias;Jennifer Seberry;C. H. Yang;Y. Yang;,https://doi.org/10.1007/BF01388649
dcc/dcc4,October 1994,Number 4,Constructing c-ary Perfect Factors.,Chris J. Mitchell;,https://doi.org/10.1007/BF01388650
dcc/dcc4,October 1994,Number 4,Universal Hashing and Authentication Codes.,Douglas R. Stinson;,https://doi.org/10.1007/BF01388651
dcc/dcc4,October 1994,Number 4,Hash Functions and Cayley Graphs.,Gilles Zémor;,https://doi.org/10.1007/BF01388652
