eurocrypt/eurocrypt98,1998,Distributed Cryptography and Applications,Securing Threshold Cryptosystems against Chosen Ciphertext Attack.,Victor Shoup;Rosario Gennaro;,https://doi.org/10.1007/BFb0054113
eurocrypt/eurocrypt98,1998,Distributed Cryptography and Applications,Auto-Recoverable Auto-Certifiable Cryptosystems.,Adam L. Young;Moti Yung;,https://doi.org/10.1007/BFb0054114
eurocrypt/eurocrypt98,1998,Distributed Cryptography and Applications,A Practical and Provably Secure Scheme for Publicly Verifiable Secret Sharing and Its Applications.,Eiichiro Fujisaki;Tatsuaki Okamoto;,https://doi.org/10.1007/BFb0054115
eurocrypt/eurocrypt98,1998,Complexity Theory:Reductions and Lower Bounds,Equivalence of Counting the Number of Points on Elliptic Curve over the Ring Zn and Factoring n.,Noboru Kunihiro;Kenji Koyama;,https://doi.org/10.1007/BFb0054116
eurocrypt/eurocrypt98,1998,Complexity Theory:Reductions and Lower Bounds,Breaking RSA May Not Be Equivalent to Factoring.,Dan Boneh;Ramarathnam Venkatesan;,https://doi.org/10.1007/BFb0054117
eurocrypt/eurocrypt98,1998,Complexity Theory:Reductions and Lower Bounds,Lower Bounds on Generic Algorithms in Groups.,Ueli M. Maurer;Stefan Wolf;,https://doi.org/10.1007/BFb0054118
eurocrypt/eurocrypt98,1998,Cryptanalysis of Block Ciphers,Improved Cryptanalysis of RC5.,Alex Biryukov;Eyal Kushilevitz;,https://doi.org/10.1007/BFb0054119
eurocrypt/eurocrypt98,1998,Cryptanalysis of Block Ciphers,Cryptanalysis of the ANSI X9.52 CBCM Mode.,Eli Biham;Lars R. Knudsen;,https://doi.org/10.1007/BFb0054120
eurocrypt/eurocrypt98,1998,Cryptanalysis of Block Ciphers,Differential-Linear Weak Key Classes of IDEA.,Philip Hawkes;,https://doi.org/10.1007/BFb0054121
eurocrypt/eurocrypt98,1998,Distributed Cryptography and Applications,Divertible Protocols and Atomic Proxy Cryptography.,Matt Blaze;Gerrit Bleumer;Martin Strauss;,https://doi.org/10.1007/BFb0054122
eurocrypt/eurocrypt98,1998,Distributed Cryptography and Applications,Optimum Traitor Tracing and Asymmetric Schemes.,Kaoru Kurosawa;Yvo Desmedt;,https://doi.org/10.1007/BFb0054123
eurocrypt/eurocrypt98,1998,Computational Algorithms,On Finding Small Solutions of Modular Multivariate Polynomial Equations.,Charanjit S. Jutla;,https://doi.org/10.1007/BFb0054124
