tifs/tifs6,March 2011,Number 1,Predictable Three-Parameter Design of Network Covert Communication Systems.,Ronald William Smith;George Scott Knight;,https://doi.org/10.1109/TIFS.2010.2094187
tifs/tifs6,March 2011,Number 1,Data Hiding in Motion Vectors of Compressed Video Based on Their Associated Prediction Error.,Hussein A. Aly;,https://doi.org/10.1109/TIFS.2010.2090520
tifs/tifs6,March 2011,Number 1,On the Security of Randomized Arithmetic Codes Against Ciphertext-Only Attacks.,Raj S. Katti;Sudarshan K. Srinivasan;Aida Vosoughi;,https://doi.org/10.1109/TIFS.2010.2096809
tifs/tifs6,March 2011,Number 1,Secure Device Pairing Based on a Visual Channel: Design and Usability Study.,Nitesh Saxena;Jan-Erik Ekberg;Kari Kostiainen;N. Asokan;,https://doi.org/10.1109/TIFS.2010.2096217
tifs/tifs6,March 2011,Number 1,Exploiting Trust-Based Social Networks for Distributed Protection of Sensitive Data.,Shouhuai Xu;Xiaohu Li;Timothy Paul Parker;Xueping Wang;,https://doi.org/10.1109/TIFS.2010.2093521
tifs/tifs6,March 2011,Number 1,Lossy Compression and Iterative Reconstruction for Encrypted Image.,Xinpeng Zhang;,https://doi.org/10.1109/TIFS.2010.2099114
tifs/tifs6,March 2011,Number 1,Improvement of Fingerprint Retrieval by a Statistical Classifier.,K. C. Leung;Cheung Hoi Leung;,https://doi.org/10.1109/TIFS.2010.2100382
tifs/tifs6,March 2011,Number 1,Visual Cryptography for Biometric Privacy.,Arun Ross;Asem A. Othman;,https://doi.org/10.1109/TIFS.2010.2097252
tifs/tifs6,March 2011,Number 1,Quality Assessment of Degraded Iris Images Acquired in the Visible Wavelength.,Hugo Proença;,https://doi.org/10.1109/TIFS.2010.2086446
tifs/tifs6,March 2011,Number 1,Periocular Biometrics in the Visible Spectrum.,Unsang Park;Raghavender R. Jillela;Arun Ross;Anil K. Jain;,https://doi.org/10.1109/TIFS.2010.2096810
tifs/tifs6,March 2011,Number 1,Preventing the Decodability Attack Based Cross-Matching in a Fuzzy Commitment Scheme.,Emile J. C. Kelkboom;Jeroen Breebaart;Tom A. M. Kevenaar;Ileana Buhan;Raymond N. J. Veldhuis;,https://doi.org/10.1109/TIFS.2010.2091637
tifs/tifs6,March 2011,Number 1,Privacy-Security Trade-Offs in Biometric Security Systems - Part I: Single Use Case.,Lifeng Lai;Siu-Wai Ho;H. Vincent Poor;,https://doi.org/10.1109/TIFS.2010.2098872
tifs/tifs6,March 2011,Number 1,Privacy-Security Trade-Offs in Biometric Security Systems - Part II: Multiple Use Case.,Lifeng Lai;Siu-Wai Ho;H. Vincent Poor;,https://doi.org/10.1109/TIFS.2010.2098873
tifs/tifs6,March 2011,Number 1,Transaction-Pattern-Based Anomaly Detection Algorithm for IP Multimedia Subsystem.,Chi-Yuan Chen;Kai-Di Chang;Han-Chieh Chao;,https://doi.org/10.1109/TIFS.2010.2095845
tifs/tifs6,March 2011,Number 1,A Unified Framework for Multimodal Submodular Integrated Circuits Trojan Detection.,Farinaz Koushanfar;Azalia Mirhoseini;,https://doi.org/10.1109/TIFS.2010.2096811
tifs/tifs6,March 2011,Number 1,Towards Situational Awareness of Large-Scale Botnet Probing Events.,Zhichun Li;Anup Goyal;Yan Chen;Vern Paxson;,https://doi.org/10.1109/TIFS.2010.2086445
tifs/tifs6,March 2011,Number 1,Database Access Pattern Protection Without Full-Shuffles.,Xuhua Ding;Yanjiang Yang;Robert H. Deng;,https://doi.org/10.1109/TIFS.2010.2101062
tifs/tifs6,March 2011,Number 1,A Privacy-Preserving Buyer-Seller Watermarking Protocol Based on Priced Oblivious Transfer.,Alfredo Rial;Josep Balasch;Bart Preneel;,https://doi.org/10.1109/TIFS.2010.2095844
tifs/tifs6,March 2011,Number 1,A Robust and Fast Video Copy Detection System Using Content-Based Fingerprinting.,Mani Malekesmaeili;Mehrdad Fatourechi;Rabab Kreidieh Ward;,https://doi.org/10.1109/TIFS.2010.2097593
