csfw/csfw1993,1993,None,On Analyzing the Bus-Contention Channel Under Fuzzy Time.,James W. Gray III;,https://doi.org/10.1109/CSFW.1993.246643
csfw/csfw1993,1993,None,The Concurrency Control and Recovery Problem for Multilevel Update Transactions in MLS System.,Amit G. Mathur;Thomas F. Keefe;,https://doi.org/10.1109/CSFW.1993.246642
csfw/csfw1993,1993,None,Modeling Restrictive Processes that Involve Blocking Requests.,David Rosenthal;,https://doi.org/10.1109/CSFW.1993.246641
csfw/csfw1993,1993,None,Information Flow Control in a Parallel Language Framework.,Jean-Pierre Banâtre;Ciarán Bryce;,https://doi.org/10.1109/CSFW.1993.246640
csfw/csfw1993,1993,None,A Logical Formalization of Secrecy.,Frédéric Cuppens;,https://doi.org/10.1109/CSFW.1993.246639
csfw/csfw1993,1993,None,A Lattice of Information.,Jaisook Landauer;Timothy Redmond;,https://doi.org/10.1109/CSFW.1993.246638
csfw/csfw1993,1993,None,Automated Support for External Consistency.,James G. Williams;Leonard J. LaPadula;,https://doi.org/10.1109/CSFW.1993.246637
csfw/csfw1993,1993,None,Panel: What are the Foundations of Computer Security?,Mary Ellen Zurko;,None
csfw/csfw1993,1993,None,A Petri Net Representation of the Take-Grant Model.,Marc Dacier;,https://doi.org/10.1109/CSFW.1993.246636
csfw/csfw1993,1993,None,On Testing for Absence of Rights in Access Control Models.,Ravi S. Sandhu;Srinivas Ganta;,https://doi.org/10.1109/CSFW.1993.246635
csfw/csfw1993,1993,None,Invited talk: An Introductions to the Mathematics of Trust in Security Protocols.,Gustavus J. Simmons;,https://doi.org/10.1109/CSFW.1993.246634
csfw/csfw1993,1993,None,"A Variation on the Themes of Message Freshness and Replay or, the Difficulty in Devising Formal Methods to Analyze Cryptographic Protocols.",Li Gong;,https://doi.org/10.1109/CSFW.1993.246633
csfw/csfw1993,1993,None,Abstract Machines for Communication Security.,Pierre Bieber;Nora Boulahia-Cuppens;T. Lehmann;E. van Wickeren;,https://doi.org/10.1109/CSFW.1993.246632
csfw/csfw1993,1993,None,Towards Formal Analysis of Security Protocols.,Wenbo Mao;Colin Boyd;,https://doi.org/10.1109/CSFW.1993.246631
csfw/csfw1993,1993,None,Panel: Cryptographic Protocol Models and Requirements.,Paul F. Syverson;,None
