infocom/infocom2015,2015,Multimedia Networking,Video acuity assessment in mobile devices.,Eilwoo Baik;Amit Pande;Chris Stover;Prasant Mohapatra;,https://doi.org/10.1109/INFOCOM.2015.7218361
infocom/infocom2015,2015,Multimedia Networking,Redundancy control through traffic deduplication.,Kien A. Hua;Ning Jiang;Jason Kuhns;Vaithiyanathan Sundaram;Cliff Zou;,https://doi.org/10.1109/INFOCOM.2015.7218362
infocom/infocom2015,2015,Multimedia Networking,Optimized layered integrated video encoding.,Sangki Yun;Daehyeok Kim;Xiaofan Lu;Lili Qiu;,https://doi.org/10.1109/INFOCOM.2015.7218363
infocom/infocom2015,2015,Multimedia Networking,Adaptive video streaming over whitespace: SVC for 3-Tiered spectrum sharing.,Xiaoli Wang;Jiasi Chen;Aveek Dutta;Mung Chiang;,https://doi.org/10.1109/INFOCOM.2015.7218364
infocom/infocom2015,2015,Device-to-Device and 5G Networks,On the performance of successive interference cancellation in D2D-enabled cellular networks.,Chuan Ma;Weijie Wu;Ying Cui;Xinbing Wang;,https://doi.org/10.1109/INFOCOM.2015.7218365
infocom/infocom2015,2015,Device-to-Device and 5G Networks,A stochastic geometry analysis of D2D overlaying multi-channel downlink cellular networks.,Jiajia Liu;Shangwei Zhang;Hiroki Nishiyama;Nei Kato;Jun Guo;,https://doi.org/10.1109/INFOCOM.2015.7218366
infocom/infocom2015,2015,Device-to-Device and 5G Networks,Heterogeneous statistical QoS provisioning over 5G wireless full-duplex networks.,Wenchi Cheng;Xi Zhang;Hailin Zhang;,https://doi.org/10.1109/INFOCOM.2015.7218367
infocom/infocom2015,2015,Energy Efficiency in Wireless Networks,Energy-efficient transmission with data sharing.,Weiwei Wu;Jianping Wang;Minming Li;Kai Liu;Junzhou Luo;,https://doi.org/10.1109/INFOCOM.2015.7218369
infocom/infocom2015,2015,Energy Efficiency in Wireless Networks,ExPerio - Exploiting periodicity for opportunistic energy-efficient data transmission.,Philipp Kindt;Han Jing;Nadja Peters;Samarjit Chakraborty;,https://doi.org/10.1109/INFOCOM.2015.7218370
infocom/infocom2015,2015,Energy Efficiency in Wireless Networks,Energy-aware wireless scheduling with near optimal backlog and convergence time tradeoffs.,Michael J. Neely;,https://doi.org/10.1109/INFOCOM.2015.7218371
infocom/infocom2015,2015,Energy Efficiency in Wireless Networks,Power-throughput tradeoffs of 802.11n/ac in smartphones.,Swetank Kumar Saha;Pratik Deshpande;Pranav P. Inamdar;Ramanujan K. Sheshadri;Dimitrios Koutsonikolas;,https://doi.org/10.1109/INFOCOM.2015.7218372
infocom/infocom2015,2015,Topology and Flow Control in Datacenter Networks,Towards 48-fold cabling complexity reduction in large flattened butterfly networks.,Márton Csernai;Florin Ciucu;Ralf-Peter Braun;András Gulyás;,https://doi.org/10.1109/INFOCOM.2015.7218373
infocom/infocom2015,2015,Topology and Flow Control in Datacenter Networks,Absorbing micro-burst traffic by enhancing dynamic threshold policy of data center switches.,Danfeng Shan;Wanchun Jiang;Fengyuan Ren;,https://doi.org/10.1109/INFOCOM.2015.7218374
infocom/infocom2015,2015,Topology and Flow Control in Datacenter Networks,"More load, more differentiation - A design principle for deadline-aware congestion control.",Han Zhang;Xingang Shi;Xia Yin;Fengyuan Ren;Zhiliang Wang;,https://doi.org/10.1109/INFOCOM.2015.7218375
infocom/infocom2015,2015,Topology and Flow Control in Datacenter Networks,Cost efficient and performance guaranteed virtual network embedding in multicast fat-tree DCNs.,Jun Duan;Zhiyang Guo;Yuanyuan Yang;,https://doi.org/10.1109/INFOCOM.2015.7218376
infocom/infocom2015,2015,Cognitive Radio Networks 1,Efficient broadcast on fragmented spectrum in cognitive radio networks.,Pei Huang;Chin-Jung Liu;Xi Yang;Li Xiao;,https://doi.org/10.1109/INFOCOM.2015.7218377
infocom/infocom2015,2015,Cognitive Radio Networks 1,Improved rendezvous algorithms for heterogeneous cognitive radio networks.,Zhaoquan Gu;Haosen Pu;Qiang-Sheng Hua;Francis C. M. Lau;,https://doi.org/10.1109/INFOCOM.2015.7218378
infocom/infocom2015,2015,Cognitive Radio Networks 1,Optimal secondary user packet size in mobile cognitive radio networks under fading channels.,Yi Song;,https://doi.org/10.1109/INFOCOM.2015.7218379
infocom/infocom2015,2015,Cognitive Radio Networks 1,SpecGuard: Spectrum misuse detection in dynamic spectrum access systems.,Xiaocong Jin;Jingchao Sun;Rui Zhang;Yanchao Zhang;Chi Zhang;,https://doi.org/10.1109/INFOCOM.2015.7218380
infocom/infocom2015,2015,Software Defined Networking 1,Reliable multicast routing for software-defined networks.,Shan-Hsiang Shen;Liang-Hao Huang;De-Nian Yang;Wen-Tsuen Chen;,https://doi.org/10.1109/INFOCOM.2015.7218381
infocom/infocom2015,2015,Software Defined Networking 1,A distributed and robust SDN control plane for transactional network updates.,Marco Canini;Petr Kuznetsov;Dan Levin;Stefan Schmid;,https://doi.org/10.1109/INFOCOM.2015.7218382
infocom/infocom2015,2015,Software Defined Networking 1,Cracking network monitoring in DCNs with SDN.,Zhiming Hu;Jun Luo;,https://doi.org/10.1109/INFOCOM.2015.7218383
infocom/infocom2015,2015,Software Defined Networking 1,UbiFlow: Mobility management in urban-scale software defined IoT.,Di Wu;Dmitri I. Arkhipov;Eskindir Asmare;Zhijing Qin;Julie A. McCann;,https://doi.org/10.1109/INFOCOM.2015.7218384
infocom/infocom2015,2015,Sensor Networks 1,Composite event coverage in wireless sensor networks with heterogeneous sensors.,Jing Gao;Jianzhong Li;Zhipeng Cai;Hong Gao;,https://doi.org/10.1109/INFOCOM.2015.7218385
infocom/infocom2015,2015,Sensor Networks 1,On the construction of maximum-quality aggregation trees in deadline-constrained WSNs.,Bahram Alinia;Mohammad Hassan Hajiesmaili;Ahmad Khonsari;,https://doi.org/10.1109/INFOCOM.2015.7218386
infocom/infocom2015,2015,Sensor Networks 1,Boosting sensor network calculus by thoroughly bounding cross-traffic.,Steffen Bondorf;Jens B. Schmitt;,https://doi.org/10.1109/INFOCOM.2015.7218387
infocom/infocom2015,2015,Sensor Networks 1,Minimizing the maximum sensor movement for barrier coverage in the plane.,Shuangjuan Li;Hong Shen;,https://doi.org/10.1109/INFOCOM.2015.7218388
