compsec/compsec39,November 2013,November 2013,Botnet detection based on traffic behavior analysis and flow intervals.,David Zhao;Issa Traoré;Bassam Sayed;Wei Lu;Sherif Saad;Ali A. Ghorbani;Daniel Garant;,https://doi.org/10.1016/j.cose.2013.04.007
compsec/compsec39,November 2013,November 2013,Behavior-based tracking: Exploiting characteristic patterns in DNS traffic.,Dominik Herrmann;Christian Banse;Hannes Federrath;,https://doi.org/10.1016/j.cose.2013.03.012
compsec/compsec39,November 2013,November 2013,Covert communications through network configuration messages.,Ruben Rios;Jose Antonio Onieva;Javier Lopez;,https://doi.org/10.1016/j.cose.2013.03.004
compsec/compsec39,November 2013,November 2013,Enforcing dynamic write privileges in data outsourcing.,Sabrina De Capitani di Vimercati;Sara Foresti;Sushil Jajodia;Giovanni Livraga;Stefano Paraboschi;Pierangela Samarati;,https://doi.org/10.1016/j.cose.2013.01.008
compsec/compsec39,November 2013,November 2013,Management of stateful firewall misconfiguration.,Joaquín García-Alfaro;Frédéric Cuppens;Nora Cuppens-Boulahia;Salvador Martínez Perez;Jordi Cabot;,https://doi.org/10.1016/j.cose.2013.01.004
compsec/compsec39,November 2013,November 2013,A framework for risk assessment in access control systems.,Hemanth Khambhammettu;Sofiene Boulares;Kamel Adi;Luigi Logrippo;,https://doi.org/10.1016/j.cose.2013.03.010
compsec/compsec39,November 2013,November 2013,Breaking and fixing the Android Launching Flow.,Alessandro Armando;Alessio Merlo;Mauro Migliardi;Luca Verderame;,https://doi.org/10.1016/j.cose.2013.03.009
compsec/compsec39,November 2013,November 2013,A privacy-aware continuous authentication scheme for proximity-based access control.,Isaac Agudo;Ruben Rios;Javier Lopez;,https://doi.org/10.1016/j.cose.2013.05.004
compsec/compsec39,November 2013,November 2013,"A framework for continuous, transparent mobile device authentication.",Heather Crawford;Karen Renaud;Tim Storer;,https://doi.org/10.1016/j.cose.2013.05.005
compsec/compsec39,November 2013,November 2013,Gait and activity recognition using commercial phones.,Mohammad Omar Derawi;Patrick Bours;,https://doi.org/10.1016/j.cose.2013.07.004
compsec/compsec39,November 2013,November 2013,Don't make excuses! Discouraging neutralization to reduce IT policy violation.,Jordan B. Barlow;Merrill Warkentin;Dustin Ormond;Alan R. Dennis;,https://doi.org/10.1016/j.cose.2013.05.006
compsec/compsec39,November 2013,November 2013,Dynamic traffic awareness statistical model for firewall performance enhancement.,Zouheir Trabelsi;Liren Zhang;Safaa Zeidan;Kilani Ghoudi;,https://doi.org/10.1016/j.cose.2013.07.001
