compsec/compsec55,November 2015,November 2015,The sigmoidal growth of operating system security vulnerabilities: An empirical revisit.,Jukka Ruohonen;Sami Hyrynsalmi;Ville Leppänen;,https://doi.org/10.1016/j.cose.2015.07.001
compsec/compsec55,November 2015,November 2015,New data-hiding algorithm based on adaptive neural networks with modified particle swarm optimization.,Nameer N. El-Emam;,https://doi.org/10.1016/j.cose.2015.06.012
compsec/compsec55,November 2015,November 2015,A review on the public benchmark databases for static keystroke dynamics.,Romain Giot;Bernadette Dorizzi;Christophe Rosenberger;,https://doi.org/10.1016/j.cose.2015.06.008
compsec/compsec55,November 2015,November 2015,Man-in-the-browser-cache: Persisting HTTPS attacks via browser cache poisoning.,Yaoqi Jia;Yue Chen;Xinshu Dong;Prateek Saxena;Jian Mao;Zhenkai Liang;,https://doi.org/10.1016/j.cose.2015.07.004
compsec/compsec55,November 2015,November 2015,BYOD security engineering: A framework and its analysis.,Nima Zahadat;Paul Blessner;Timothy D. Blackburn;Bill A. Olson;,https://doi.org/10.1016/j.cose.2015.06.011
compsec/compsec55,November 2015,November 2015,The information systems' security level assessment model based on an ontology and evidential reasoning approach.,Kresimir Solic;Hrvoje Ocevcic;Marin Golub;,https://doi.org/10.1016/j.cose.2015.08.004
compsec/compsec55,November 2015,November 2015,"Hacking Web Intelligence: Open Source Intelligence and Web Reconnaissance Concepts and Techniques, Sudhanshu Chauhan, Nutan Kumar Panda, Elsevier Publications, USA (2015).",Nikolaos Tsalis;Dimitris Gritzalis;,https://doi.org/10.1016/j.cose.2015.09.002
compsec/compsec55,November 2015,November 2015,Necessity for ethics in social engineering research.,Francois Mouton;Mercia M. Malan;Kai K. Kimppa;H. S. Venter;,https://doi.org/10.1016/j.cose.2015.09.001
compsec/compsec55,November 2015,November 2015,"Introduction to Social Media Investigation - A hands-on Approach, Jennifer Golbeck, Elsevier Publications, USA (2015).",Vasilis Stavrou;Dimitris Gritzalis;,https://doi.org/10.1016/j.cose.2015.08.002
compsec/compsec55,November 2015,November 2015,Detecting seam carving based image resizing using local binary patterns.,Ting Yin;Gaobo Yang;Leida Li;Dengyong Zhang;Xingming Sun;,https://doi.org/10.1016/j.cose.2015.09.003
compsec/compsec55,November 2015,November 2015,On the ground truth problem of malicious DNS traffic analysis.,Matija Stevanovic;Jens Myrup Pedersen;Alessandro D'Alconzo;Stefan Ruehrup;Andreas Berger;,https://doi.org/10.1016/j.cose.2015.09.004
compsec/compsec55,November 2015,November 2015,Automatic generation of HTTP intrusion signatures by selective identification of anomalies.,Pedro García-Teodoro;Jesús E. Díaz-Verdejo;Juan E. Tapiador;Rolando Salazar-Hernández;,https://doi.org/10.1016/j.cose.2015.09.007
compsec/compsec55,November 2015,November 2015,Differentially private maximal frequent sequence mining.,Xiang Cheng;Sen Su;Shengzhi Xu;Peng Tang;Zhengyi Li;,https://doi.org/10.1016/j.cose.2015.08.005
compsec/compsec55,November 2015,November 2015,"Security solution frames and security patterns for authorization in distributed, collaborative systems.",Anton V. Uzunov;Eduardo B. Fernández;Katrina Falkner;,https://doi.org/10.1016/j.cose.2015.08.003
compsec/compsec55,November 2015,November 2015,A three-stage analysis of IDS for critical infrastructures.,Lorena Cazorla;Cristina Alcaraz;Javier Lopez;,https://doi.org/10.1016/j.cose.2015.07.005
compsec/compsec55,November 2015,November 2015,Relationship-based federated access control model for EPC Discovery Service.,Bing Liu;Chao-Hsien Chu;,https://doi.org/10.1016/j.cose.2015.06.003
compsec/compsec55,November 2015,November 2015,A realistic lightweight authentication protocol preserving strong anonymity for securing RFID system.,Prosanta Gope;Tzonelih Hwang;,https://doi.org/10.1016/j.cose.2015.05.004
