compsec/compsec24,February 2005,Number 1,Security views: Malware update.,,None
compsec/compsec24,February 2005,Number 1,The concept of security and trust in electronic payments.,Theodosios Tsiakis;George Stephanides;,https://doi.org/10.1016/j.cose.2004.11.001
compsec/compsec24,February 2005,Number 1,Management of risk in the information age.,Mariana Gerber;Rossouw von Solms;,https://doi.org/10.1016/j.cose.2004.11.002
compsec/compsec24,February 2005,Number 1,A taxonomy of network and computer attacks.,Simon Hansman;Ray Hunt;,https://doi.org/10.1016/j.cose.2004.06.011
compsec/compsec24,February 2005,Number 1,A randomized RSA-based partially blind signature scheme for electronic cash.,Tianjie Cao;Dongdai Lin;Rui Xue;,https://doi.org/10.1016/j.cose.2004.05.008
compsec/compsec24,February 2005,Number 1,An improvement of Hwang-Lee-Tang's simple remote user authentication scheme.,Eun-Jun Yoon;Eun-Kyung Ryu;Kee-Young Yoo;,https://doi.org/10.1016/j.cose.2004.06.004
compsec/compsec24,February 2005,Number 1,H2A: Hybrid Hash-chaining scheme for Adaptive multicast source authentication of media-streaming.,Yacine Challal;Abdelmadjid Bouabdallah;Hatem Bettahar;,https://doi.org/10.1016/j.cose.2004.06.012
compsec/compsec24,February 2005,Number 1,Information security obedience: a definition.,Kerry-Lynn Thomson;Rossouw von Solms;,https://doi.org/10.1016/j.cose.2004.10.005
compsec/compsec24,February 2005,Number 1,Improvements on the WTLS protocol to avoid denial of service attacks.,Ruishan Zhang;Kefei Chen;,https://doi.org/10.1016/j.cose.2004.10.002
compsec/compsec24,February 2005,Number 1,Multiplexer-based double-exponentiation for normal basis of GF(2m).,Che Wun Chiou;Chiou-Yng Lee;,https://doi.org/10.1016/j.cose.2004.09.012
compsec/compsec24,March 2005,Number 2,Search engines: a growing contributor to security risk.,E. Eugene Schultz;,https://doi.org/10.1016/j.cose.2005.01.002
compsec/compsec24,March 2005,Number 2,Lycos crosses the line.,E. Eugene Schultz;,https://doi.org/10.1016/j.cose.2004.12.002
compsec/compsec24,March 2005,Number 2,Security views: Malware Update.,,None
compsec/compsec24,March 2005,Number 2,Information Security governance: COBIT or ISO 17799 or both?,Basie von Solms;,https://doi.org/10.1016/j.cose.2005.02.002
compsec/compsec24,March 2005,Number 2,The economic approach of information security.,Theodosios Tsiakis;George Stephanides;,https://doi.org/10.1016/j.cose.2005.02.001
compsec/compsec24,March 2005,Number 2,Keyjacking: the surprising insecurity of client-side SSL.,John Marchesini;Sean W. Smith;Meiyuan Zhao;,https://doi.org/10.1016/j.cose.2004.06.014
compsec/compsec24,March 2005,Number 2,Analysis of end user security behaviors.,Jeffrey M. Stanton;Kathryn R. Stam;Paul Mastrangelo;Jeffrey Jolton;,https://doi.org/10.1016/j.cose.2004.07.001
compsec/compsec24,March 2005,Number 2,Cryptanalyses of two key assignment schemes based on polynomial interpolations.,Shyh-Yih Wang;Chi-Sung Laih;,https://doi.org/10.1016/j.cose.2004.07.002
compsec/compsec24,March 2005,Number 2,Dealing with packet loss in the Interactive Chained Stream Authentication protocol.,Francesco Bergadano;Davide Cavagnino;,https://doi.org/10.1016/j.cose.2004.07.003
compsec/compsec24,March 2005,Number 2,ISRAM: information security risk analysis method.,Bilge Karabacak;Ibrahim Sogukpinar;,https://doi.org/10.1016/j.cose.2004.07.004
compsec/compsec24,March 2005,Number 2,Empirical evaluation of SVM-based masquerade detection using UNIX commands.,Han-Sung Kim;Sung Deok Cha;,https://doi.org/10.1016/j.cose.2004.08.007
compsec/compsec24,March 2005,Number 2,An improvement on efficient anonymous auction protocols.,Rui Jiang;Li Pan;Jianhua Li;,https://doi.org/10.1016/j.cose.2004.09.010
compsec/compsec24,May 2005,Number 3,Security dilemmas with Microsoft's Internet Explorer.,E. Eugene Schultz;,https://doi.org/10.1016/j.cose.2005.03.001
compsec/compsec24,May 2005,Number 3,Security views - Malware update.,,None
compsec/compsec24,May 2005,Number 3,Smart card based authentication - any future?,,None
compsec/compsec24,May 2005,Number 3,Performance of the Java security manager.,Almut Herzog;Nahid Shahmehri;,https://doi.org/10.1016/j.cose.2004.08.006
compsec/compsec24,May 2005,Number 3,Secure business application logic for e-commerce systems.,Faisal Nabi;,https://doi.org/10.1016/j.cose.2004.08.008
compsec/compsec24,May 2005,Number 3,Multiple behavior information fusion based quantitative threat evaluation.,Xiu-Zhen Chen;Qing-Hua Zheng;Xiao-Hong Guan;Chen-Guang Lin;Jie Sun;,https://doi.org/10.1016/j.cose.2004.08.009
