compsec/compsec45,September 2014,September 2014,Taxonomy of intrusion risk assessment and response system.,Alireza Shameli Sendi;Mohamed Cheriet;Abdelwahab Hamou-Lhadj;,https://doi.org/10.1016/j.cose.2014.04.009
compsec/compsec45,September 2014,September 2014,Uniform DoS traceback.,Mohammed N. Alenezi;Martin J. Reed;,https://doi.org/10.1016/j.cose.2014.04.008
compsec/compsec45,September 2014,September 2014,An approach for profiling phishing activities.,Isredza Rahmi A. Hamid;Jemal H. Abawajy;,https://doi.org/10.1016/j.cose.2014.04.002
compsec/compsec45,September 2014,September 2014,Information security incident management: Current practice as reported in the literature.,Inger Anne Tøndel;Maria B. Line;Martin Gilje Jaatun;,https://doi.org/10.1016/j.cose.2014.05.003
compsec/compsec45,September 2014,September 2014,A multi-level approach to understanding the impact of cyber crime on the financial sector.,Monica Lagazio;Nazneen Sherif;Mike Cushman;,https://doi.org/10.1016/j.cose.2014.05.006
compsec/compsec45,September 2014,September 2014,Bluetooth Command and Control channel.,Heloise Pieterse;Martin S. Olivier;,https://doi.org/10.1016/j.cose.2014.05.007
compsec/compsec45,September 2014,September 2014,On the security of text-based 3D CAPTCHAs.,Vu Duc Nguyen;Yang-Wai Chow;Willy Susilo;,https://doi.org/10.1016/j.cose.2014.05.004
compsec/compsec45,September 2014,September 2014,An empirical comparison of botnet detection methods.,S. García;Martin Grill;Jan Stiborek;Alejandro Zunino;,https://doi.org/10.1016/j.cose.2014.05.011
compsec/compsec45,September 2014,September 2014,Ontology for attack detection: An intelligent approach to web application security.,Abdul Razzaq;Zahid Anwar;Hafiz Farooq Ahmad;Khalid Latif;Rana Faisal Munir;,https://doi.org/10.1016/j.cose.2014.05.005
compsec/compsec45,September 2014,September 2014,Soft biometrics for keystroke dynamics: Profiling individuals while typing passwords.,Syed Zulkarnain Syed Idrus;Estelle Cherrier;Christophe Rosenberger;Patrick Bours;,https://doi.org/10.1016/j.cose.2014.05.008
compsec/compsec45,September 2014,September 2014,Performance evaluation of anomaly-detection algorithms for mouse dynamics.,Chao Shen;Zhongmin Cai;Xiaohong Guan;Roy A. Maxion;,https://doi.org/10.1016/j.cose.2014.05.002
compsec/compsec45,September 2014,September 2014,"Complexity is dead, long live complexity! How software can help service providers manage security and compliance.",Stefan Thalmann;Daniel Bachlechner;Lukas Demetz;Markus Manhart;,https://doi.org/10.1016/j.cose.2014.05.012
compsec/compsec45,September 2014,September 2014,A practical solution for sealed bid and multi-currency auctions.,José A. Montenegro;Javier Lopez;,https://doi.org/10.1016/j.cose.2014.06.004
compsec/compsec45,September 2014,September 2014,Location leakage in distance bounding: Why location privacy does not work.,Aikaterini Mitrokotsa;Cristina Onete;Serge Vaudenay;,https://doi.org/10.1016/j.cose.2014.06.001
compsec/compsec45,September 2014,September 2014,Towards optimal noise distribution for privacy preserving in data aggregation.,Hao Zhang;Nenghai Yu;Yonggang Wen;Weiming Zhang;,https://doi.org/10.1016/j.cose.2014.05.009
compsec/compsec45,September 2014,September 2014,Selection of Candidate Support Vectors in incremental SVM for network intrusion detection.,Roshan Chitrakar;Chuanhe Huang;,https://doi.org/10.1016/j.cose.2014.06.006
compsec/compsec45,September 2014,September 2014,HTTP attack detection using n-gram analysis.,Aditya Oza;Kevin Ross;Richard M. Low;Mark Stamp;,https://doi.org/10.1016/j.cose.2014.06.002
compsec/compsec45,September 2014,September 2014,Design guidelines for security protocols to prevent replay & parallel session attacks.,Anca D. Jurcut;Tom Coffey;Reiner Dojen;,https://doi.org/10.1016/j.cose.2014.05.010
compsec/compsec45,September 2014,September 2014,Shadow IT - A view from behind the curtain.,Mario Silic;Andrea Back;,https://doi.org/10.1016/j.cose.2014.06.007
compsec/compsec45,September 2014,September 2014,A comparative analysis of detection metrics for covert timing channels.,Rennie Archibald;Dipak Ghosal;,https://doi.org/10.1016/j.cose.2014.03.007
compsec/compsec45,September 2014,September 2014,Time and space interval record schedule consistency analysis for atomic items without interactions in open spaces with stationary locations.,Fred Cohen;Don Cohen;,https://doi.org/10.1016/j.cose.2014.03.002
compsec/compsec45,September 2014,September 2014,Securing cloud and mobility: A practitioner's guide.,Nikolaos Tsalis;Dimitris Gritzalis;,https://doi.org/10.1016/j.cose.2014.02.002
