compsec/compsec32,February 2013,February 2013,Design and formal security evaluation of NeMHIP: A new secure and efficient network mobility management protocol based on the Host Identity Protocol.,Nerea Toledo;Marivi Higuero;Jasone Astorga;Marina Aguado;Jean-Marie Bonnin;,https://doi.org/10.1016/j.cose.2012.09.014
compsec/compsec32,February 2013,February 2013,Tree-formed verification data for trusted platforms.,Andreas U. Schmidt;Andreas Leicher;Andreas Brett;Yogendra Shah;Inhyok Cha;,https://doi.org/10.1016/j.cose.2012.09.004
compsec/compsec32,February 2013,February 2013,A confidential and DoS-resistant multi-hop code dissemination protocol for wireless sensor networks.,Hailun Tan;Diethelm Ostry;John Zic;Sanjay Jha;,https://doi.org/10.1016/j.cose.2012.09.012
compsec/compsec32,February 2013,February 2013,Digital media triage with bulk data analysis and bulk_extractor.,Simson L. Garfinkel;,https://doi.org/10.1016/j.cose.2012.09.011
compsec/compsec32,February 2013,February 2013,The architecture of a digital forensic readiness management system.,Kamil Reddy;Hein S. Venter;,https://doi.org/10.1016/j.cose.2012.09.008
compsec/compsec32,February 2013,February 2013,Future directions for behavioral information security research.,Robert E. Crossler;Allen C. Johnston;Paul Benjamin Lowry;Qing Hu;Merrill Warkentin;Richard Baskerville;,https://doi.org/10.1016/j.cose.2012.09.010
compsec/compsec32,February 2013,February 2013,From keyloggers to touchloggers: Take the rough with the smooth.,Dimitrios Damopoulos;Georgios Kambourakis;Stefanos Gritzalis;,https://doi.org/10.1016/j.cose.2012.10.002
compsec/compsec32,February 2013,February 2013,On the detection of desynchronisation attacks against security protocols that use dynamic shared secrets.,Ioana Lasc;Reiner Dojen;Tom Coffey;,https://doi.org/10.1016/j.cose.2012.10.004
compsec/compsec32,February 2013,February 2013,Systematic bug finding and fault localization enhanced with input data tracking.,Jared D. DeMott;Richard J. Enbody;William F. Punch;,https://doi.org/10.1016/j.cose.2012.09.015
compsec/compsec32,February 2013,February 2013,Exploring attack graph for cost-benefit security hardening: A probabilistic approach.,Shuzhen Wang;Zonghua Zhang;Youki Kadobayashi;,https://doi.org/10.1016/j.cose.2012.09.013
compsec/compsec32,February 2013,February 2013,EVIV: An end-to-end verifiable Internet voting system.,Rui Joaquim;Paulo Ferreira;Carlos Ribeiro;,https://doi.org/10.1016/j.cose.2012.10.001
compsec/compsec32,February 2013,February 2013,LSB matching steganalysis based on patterns of pixel differences and random embedding.,Daniel Lerch-Hostalot;David Megías;,https://doi.org/10.1016/j.cose.2012.11.005
compsec/compsec32,February 2013,February 2013,A universal system for fair non-repudiable certified e-mail without a trusted third party.,Alois Paulin;Tatjana Welzer;,https://doi.org/10.1016/j.cose.2012.11.006
compsec/compsec32,February 2013,February 2013,The state of the art of application restrictions and sandboxes: A survey of application-oriented access controls and their shortfalls.,Z. Cliffe Schreuders;Tanya McGill;Christian Payne;,https://doi.org/10.1016/j.cose.2012.09.007
compsec/compsec32,February 2013,February 2013,Security-related behavior in using information systems in the workplace: A review and synthesis.,Ken H. Guo;,https://doi.org/10.1016/j.cose.2012.10.003
compsec/compsec32,February 2013,February 2013,A middleware approach for outsourcing data securely.,Ravi Chandra Jammalamadaka;Roberto Gamboni;Sharad Mehrotra;Kent E. Seamons;Nalini Venkatasubramanian;,https://doi.org/10.1016/j.cose.2012.07.005
compsec/compsec32,February 2013,February 2013,Hacking VoIP.,Yannis Soupionis;Dimitris Gritzalis;,https://doi.org/10.1016/j.cose.2012.09.006
compsec/compsec32,February 2013,February 2013,Metasploit the Penetration Tester's Guide.,Miltiadis Kandias;Dimitris Gritzalis;,https://doi.org/10.1016/j.cose.2012.09.009
