compsec/compsec49,March 2015,March 2015,Decision Diagrams for XACML Policy Evaluation and Management.,Canh Ngo;Yuri Demchenko;Cees de Laat;,https://doi.org/10.1016/j.cose.2014.11.003
compsec/compsec49,March 2015,March 2015,Towards efficient certificate status validations with E-ADOPT in mobile ad hoc networks.,Mohammad Masdari;Sam Jabbehdari;Jamshid Bagherzadeh;Ahmad Khadem-Zadeh;,https://doi.org/10.1016/j.cose.2014.11.004
compsec/compsec49,March 2015,March 2015,Spherical microaggregation: Anonymizing sparse vector spaces.,Daniel Abril;Guillermo Navarro-Arribas;Vicenç Torra;,https://doi.org/10.1016/j.cose.2014.11.005
compsec/compsec49,March 2015,March 2015,A survey of information security incident handling in the cloud.,Nurul Hidayah Ab Rahman;Kim-Kwang Raymond Choo;,https://doi.org/10.1016/j.cose.2014.11.006
compsec/compsec49,March 2015,March 2015,Cyber warfare: Issues and challenges.,Michael Robinson;Kevin I. Jones;Helge Janicke;,https://doi.org/10.1016/j.cose.2014.11.007
compsec/compsec49,March 2015,March 2015,Detecting fake anti-virus software distribution webpages.,Dae Wook Kim;Peiying Yan;Junjie Zhang;,https://doi.org/10.1016/j.cose.2014.11.008
compsec/compsec49,March 2015,March 2015,A novel methodology towards a trusted environment in mashup web applications.,Ahmed Patel;Samaher Al-Janabi;Ibrahim AlShourbaji;Jens Myrup Pedersen;,https://doi.org/10.1016/j.cose.2014.10.009
compsec/compsec49,March 2015,March 2015,An efficient grouping method and error probability analysis for RO-PUFs.,Giray Kömürcü;Ali Emre Pusane;Günhan Dündar;,https://doi.org/10.1016/j.cose.2014.11.009
compsec/compsec49,March 2015,March 2015,Towards more pro-active access control in computer systems and networks.,Yixuan Zhang;Jingsha He;Bin Zhao;Zhiqing Huang;Ruohong Liu;,https://doi.org/10.1016/j.cose.2014.12.001
compsec/compsec49,March 2015,March 2015,SENTINEL: Securing Legacy Firefox Extensions.,Kaan Onarlioglu;Ahmet Salih Buyukkayhan;William K. Robertson;Engin Kirda;,https://doi.org/10.1016/j.cose.2014.12.002
compsec/compsec49,March 2015,March 2015,Improving the information security culture through monitoring and implementation actions illustrated through a case study.,Adéle da Veiga;Nico Martins;,https://doi.org/10.1016/j.cose.2014.12.006
compsec/compsec49,March 2015,March 2015,"Personality, attitudes, and intentions: Predicting initial adoption of information security behavior.",Jordan Shropshire;Merrill Warkentin;Shwadhin Sharma;,https://doi.org/10.1016/j.cose.2015.01.002
compsec/compsec49,March 2015,March 2015,A Permission verification approach for android mobile applications.,Dimitris Geneiatakis;Igor Nai Fovino;Ioannis Kounelis;Pasquale Stirparo;,https://doi.org/10.1016/j.cose.2014.10.005
compsec/compsec49,March 2015,March 2015,RTECA: Real time episode correlation algorithm for multi-step attack scenarios detection.,Ali Ahmadian Ramaki;Morteza Amini;Reza Ebrahimi Atani;,https://doi.org/10.1016/j.cose.2014.10.006
compsec/compsec49,March 2015,March 2015,Towards privacy-preserving reputation management for hybrid broadcast broadband applications.,Ginés Dólera Tormo;Félix Gómez Mármol;Gregorio Martínez Pérez;,https://doi.org/10.1016/j.cose.2014.10.010
compsec/compsec49,March 2015,March 2015,Privacy leakage analysis in online social networks.,Yan Li;Yingjiu Li;Qiang Yan;Robert H. Deng;,https://doi.org/10.1016/j.cose.2014.10.012
compsec/compsec49,March 2015,March 2015,Profiling user-trigger dependence for Android malware detection.,Karim O. Elish;Xiaokui Shu;Danfeng (Daphne) Yao;Barbara G. Ryder;Xuxian Jiang;,https://doi.org/10.1016/j.cose.2014.11.001
compsec/compsec49,March 2015,March 2015,Hacking and Penetration Testing with Low Power Devices.,George Stergiopoulos;Dimitris Gritzalis;,https://doi.org/10.1016/j.cose.2015.01.001
