compsec/compsec48,February 2015,February 2015,Vulnerabilities and mitigation techniques toning in the cloud: A cost and vulnerabilities coverage optimization approach using Cuckoo search algorithm with Lévy flights.,Mhamed Zineddine;,https://doi.org/10.1016/j.cose.2014.09.002
compsec/compsec48,February 2015,February 2015,Implementing information security best practices on software lifecycle processes: The ISO/IEC 15504 Security Extension.,Antoni Lluís Mesquida;Antònia Mas Picahaco;,https://doi.org/10.1016/j.cose.2014.09.003
compsec/compsec48,February 2015,February 2015,Combating advanced persistent threats: From network event correlation to incident detection.,Ivo Friedberg;Florian Skopik;Giuseppe Settanni;Roman Fiedler;,https://doi.org/10.1016/j.cose.2014.09.006
compsec/compsec48,February 2015,February 2015,On the limits of engine analysis for cheating detection in chess.,David J. Barnes;Julio Hernandez-Castro;,https://doi.org/10.1016/j.cose.2014.10.002
compsec/compsec48,February 2015,February 2015,Exfiltrating data from Android devices.,Quang Do;Ben Martini;Kim-Kwang Raymond Choo;,https://doi.org/10.1016/j.cose.2014.10.016
compsec/compsec48,February 2015,February 2015,Managing XACML systems in distributed environments through Meta-Policies.,Daniel Díaz López;Ginés Dólera Tormo;Félix Gómez Mármol;Gregorio Martínez Pérez;,https://doi.org/10.1016/j.cose.2014.10.004
compsec/compsec48,February 2015,February 2015,Towards complexity analysis of User Authorization Query problem in RBAC.,Jianfeng Lu;James B. D. Joshi;Lei Jin;Yiding Liu;,https://doi.org/10.1016/j.cose.2014.10.003
compsec/compsec48,February 2015,February 2015,A data hiding scheme using pixel value differencing and improving exploiting modification directions.,Shu-Yuan Shen;Li-Hong Huang;,https://doi.org/10.1016/j.cose.2014.07.008
compsec/compsec48,February 2015,February 2015,Insecurity of an anonymous authentication for privacy-preserving IoT target-driven applications.,Xi Jun Lin;Lin Sun;Haipeng Qu;,https://doi.org/10.1016/j.cose.2014.08.002
compsec/compsec48,February 2015,February 2015,Authentication graphs: Analyzing user behavior within an enterprise network.,Alexander D. Kent;Lorie M. Liebrock;Joshua C. Neil;,https://doi.org/10.1016/j.cose.2014.09.001
compsec/compsec48,February 2015,February 2015,Transaction authentication using complementary colors.,YoungJae Maeng;Aziz Mohaisen;Mun-Kyu Lee;DaeHun Nyang;,https://doi.org/10.1016/j.cose.2014.10.001
compsec/compsec48,February 2015,February 2015,The professionalisation of information security: Perspectives of UK practitioners.,R. P. Reece;Bernd Carsten Stahl;,https://doi.org/10.1016/j.cose.2014.10.007
compsec/compsec48,February 2015,February 2015,"Leakage-resilient password entry: Challenges, design, and evaluation.",Qiang Yan;Jin Han;Yingjiu Li;Jianying Zhou;Robert H. Deng;,https://doi.org/10.1016/j.cose.2014.10.008
compsec/compsec48,February 2015,February 2015,A framework for metamorphic malware analysis and real-time detection.,Shahid Alam;R. Nigel Horspool;Issa Traoré;Ibrahim Sogukpinar;,https://doi.org/10.1016/j.cose.2014.10.011
compsec/compsec48,February 2015,February 2015,Deceiving entropy based DoS detection.,Ilker Özçelik;Richard R. Brooks;,https://doi.org/10.1016/j.cose.2014.10.013
compsec/compsec48,February 2015,February 2015,Detection of malicious PDF files and directions for enhancements: A state-of-the art survey.,Nir Nissim;Aviad Cohen;Chanan Glezer;Yuval Elovici;,https://doi.org/10.1016/j.cose.2014.10.014
compsec/compsec48,February 2015,February 2015,Measuring user satisfaction with information security practices.,Gustavo Percio Zimmermann Montesdioca;Antonio Carlos Gastaud Maçada;,https://doi.org/10.1016/j.cose.2014.10.015
compsec/compsec48,February 2015,February 2015,Comparing intention to avoid malware across contexts in a BYOD-enabled Australian university: A Protection Motivation Theory approach.,Duy Dang-Pham;Siddhi Pittayachawan;,https://doi.org/10.1016/j.cose.2014.11.002
