tdsc/tdsc3,January-March 2006,Number 1,Editorial: Dependability and Security--Looking Foward to 2006.,Ravishankar K. Iyer;,https://doi.org/10.1109/TDSC.2006.11
tdsc/tdsc3,January-March 2006,Number 1,From Set Membership to Group Membership: A Separation of Concerns.,André Schiper;Sam Toueg;,https://doi.org/10.1109/TDSC.2006.13
tdsc/tdsc3,January-March 2006,Number 1,Achieving Privacy in Trust Negotiations with an Ontology-Based Approach.,Anna Cinzia Squicciarini;Elisa Bertino;Elena Ferrari;Indrakshi Ray;,https://doi.org/10.1109/TDSC.2006.3
tdsc/tdsc3,January-March 2006,Number 1,An Active Splitter Architecture for Intrusion Detection and Prevention.,Konstantinos Xinidis;Ioannis Charitakis;Spyros Antonatos;Kostas G. Anagnostakis;Evangelos P. Markatos;,https://doi.org/10.1109/TDSC.2006.6
tdsc/tdsc3,January-March 2006,Number 1,Exposing and Eliminating Vulnerabilities to Denial of Service Attacks in Secure Gossip-Based Multicast.,Gal Badishi;Idit Keidar;Amir Sasson;,https://doi.org/10.1109/TDSC.2006.12
tdsc/tdsc3,January-March 2006,Number 1,A Key Predistribution Scheme for Sensor Networks Using Deployment Knowledge.,Wenliang Du;Jing Deng;Yunghsiang S. Han;Pramod K. Varshney;,https://doi.org/10.1109/TDSC.2006.2
tdsc/tdsc3,January-March 2006,Number 1,Install-Time Vaccination of Windows Executables to Defend against Stack Smashing Attacks.,Danny Nebenzahl;Shmuel Sagiv;Avishai Wool;,https://doi.org/10.1109/TDSC.2006.14
tdsc/tdsc3,January-March 2006,Number 1,Merging: An Efficient Solution for a Time-Bound Hierarchical Key Assignment Scheme.,Shyh-Yih Wang;Chi-Sung Laih;,https://doi.org/10.1109/TDSC.2006.15
tdsc/tdsc3,April-June 2006,Number 2,A Practical Password-Based Two-Server Authentication and Key Exchange System.,Yanjiang Yang;Robert H. Deng;Feng Bao;,https://doi.org/10.1109/TDSC.2006.16
tdsc/tdsc3,April-June 2006,Number 2,Automated Online Monitoring of Distributed Applications through External Monitors.,Gunjan Khanna;Padma Varadharajan;Saurabh Bagchi;,https://doi.org/10.1109/TDSC.2006.17
tdsc/tdsc3,April-June 2006,Number 2,Distribution-Free Checkpoint Placement Algorithms Based on Min-Max Principle.,Tatsuya Ozaki;Tadashi Dohi;Hiroyuki Okamura;Naoto Kaio;,https://doi.org/10.1109/TDSC.2006.22
tdsc/tdsc3,April-June 2006,Number 2,PacketScore: A Statistics-Based Packet Filtering Scheme against Distributed Denial-of-Service Attacks.,Yoohwan Kim;Wing Cheong Lau;Mooi Choo Chuah;H. Jonathan Chao;,https://doi.org/10.1109/TDSC.2006.25
tdsc/tdsc3,April-June 2006,Number 2,Role-Based Access Control for Grid Database Services Using the Community Authorization Service.,Anil L. Pereira;Vineela Muppavarapu;Soon Myoung Chung;,https://doi.org/10.1109/TDSC.2006.26
tdsc/tdsc3,July-September 2006,Number 3,"Guest Editorial for the Special Issue on the 2005 IEEE/IFIP Conference on Dependable Systems and Networks, including the Dependable Computing and Communications and Performance and Dependability Symposia.",Jean Arlat;Andrea Bondavalli;Boudewijn R. Haverkort;Paulo Veríssimo;,https://doi.org/10.1109/TDSC.2006.36
tdsc/tdsc3,July-September 2006,Number 3,Dependability through Assured Reconfiguration in Embedded System Software.,Elisabeth A. Strunk;John C. Knight;,https://doi.org/10.1109/TDSC.2006.33
tdsc/tdsc3,July-September 2006,Number 3,ReStore: Symptom-Based Soft Error Detection in Microprocessors.,Nicholas J. Wang;Sanjay J. Patel;,https://doi.org/10.1109/TDSC.2006.40
