tdsc/tdsc4,January-March 2007,Number 1,A Parsimonious Approach for Obtaining Resource-Efficient and Trustworthy Execution.,HariGovind V. Ramasamy;Adnan Agbaria;William H. Sanders;,https://doi.org/10.1109/TDSC.2007.2
tdsc/tdsc4,January-March 2007,Number 1,An Adaptive Programming Model for Fault-Tolerant Distributed Computing.,Sérgio Gorender;Raimundo José de Araújo Macêdo;Michel Raynal;,https://doi.org/10.1109/TDSC.2007.3
tdsc/tdsc4,January-March 2007,Number 1,Architecture-Based Software Reliability Analysis: Overview and Limitations.,Swapna S. Gokhale;,https://doi.org/10.1109/TDSC.2007.4
tdsc/tdsc4,January-March 2007,Number 1,Hybrid Intrusion Detection with Weighted Signature Generation over Anomalous Internet Episodes.,Kai Hwang;Min Cai;Ying Chen;Min Qin;,https://doi.org/10.1109/TDSC.2007.9
tdsc/tdsc4,January-March 2007,Number 1,Non-Gaussian and Long Memory Statistical Characterizations for Internet Traffic with Anomalies.,Antoine Scherrer;Nicolas Larrieu;Philippe Owezarski;Pierre Borgnat;Patrice Abry;,https://doi.org/10.1109/TDSC.2007.12
tdsc/tdsc4,January-March 2007,Number 1,Provably Secure Three-Party Authenticated Quantum Key Distribution Protocols.,Tzonelih Hwang;Kuo-Chang Lee;Chuan-Ming Li;,https://doi.org/10.1109/TDSC.2007.13
tdsc/tdsc4,April-June 2007,Number 2,Editorial: Dependability and Security.,Ravishankar K. Iyer;,https://doi.org/10.1109/TDSC.2007.070201
tdsc/tdsc4,April-June 2007,Number 2,WormShield: Fast Worm Signature Generation with Distributed Fingerprint Aggregation.,Min Cai;Kai Hwang;Jianping Pan;Christos Papadopoulos;,https://doi.org/10.1109/TDSC.2007.1000
tdsc/tdsc4,April-June 2007,Number 2,Modeling and Simulation Study of the Propagation and Defense of Internet E-mail Worms.,Cliff Changchun Zou;Donald F. Towsley;Weibo Gong;,https://doi.org/10.1109/TDSC.2007.1001
tdsc/tdsc4,April-June 2007,Number 2,Fast Worm Containment Using Feedback Control.,Ram Dantu;João W. Cangussu;Sudeep Patwardhan;,https://doi.org/10.1109/TDSC.2007.1002
tdsc/tdsc4,April-June 2007,Number 2,Analysis of Computer Intrusions Using Sequences of Function Calls.,Sean Peisert;Matt Bishop;Sidney Karin;Keith Marzullo;,https://doi.org/10.1109/TDSC.2007.1003
tdsc/tdsc4,April-June 2007,Number 2,"A Survey and Analysis of the P3P Protocol's Agents, Adoption, Maintenance, and Future.",Ian Reay;Patricia Beatty;Scott Dick;James Miller;,https://doi.org/10.1109/TDSC.2007.1004
tdsc/tdsc4,July-September 2007,Number 3,A New Biometric Technology Based on Mouse Dynamics.,Ahmed Awad E. Ahmed;Issa Traoré;,https://doi.org/10.1109/TDSC.2007.70207
tdsc/tdsc4,July-September 2007,Number 3,A Time-Optimal Self-Stabilizing Synchronizer Using A Phase Clock.,Baruch Awerbuch;Shay Kutten;Yishay Mansour;Boaz Patt-Shamir;George Varghese;,https://doi.org/10.1109/TDSC.2007.1007
tdsc/tdsc4,July-September 2007,Number 3,Keeping Denial-of-Service Attackers in the Dark.,Gal Badishi;Amir Herzberg;Idit Keidar;,https://doi.org/10.1109/TDSC.2007.70209
tdsc/tdsc4,July-September 2007,Number 3,Introducing a Relative Priority for the Shared-Protection Schemes.,Nizar Bouabdallah;Bruno Sericola;,https://doi.org/10.1109/TDSC.2007.1008
tdsc/tdsc4,July-September 2007,Number 3,One Picture Is Worth a Dozen Connectives: A Fault-Tree Representation of NPATRL Security Requirements.,Iliano Cervesato;Catherine A. Meadows;,https://doi.org/10.1109/TDSC.2007.70206
tdsc/tdsc4,July-September 2007,Number 3,Optimizing Rekeying Cost for Contributory Group Key Agreement Schemes.,Wei Yu;Yan Sun 0001journals/spm/BourlardKSZL12;K. J. Ray Liu;,https://doi.org/10.1109/TDSC.2007.1006
tdsc/tdsc4,October-December 2007,Number 4,A Dynamic and Differential CMOS Lookup Table with Data-Independent Power Consumption for Cryptographic Applications on Chip Cards.,Marco Bucci;Luca Giancane;Raimondo Luzzi;Alessandro Trifiletti;,https://doi.org/10.1109/TDSC.2007.70212
tdsc/tdsc4,October-December 2007,Number 4,An Analysis Study on Zone-Based Anonymous Communication in Mobile Ad Hoc Networks.,Xiaoxin Wu;Elisa Bertino;,https://doi.org/10.1109/TDSC.2007.70213
tdsc/tdsc4,October-December 2007,Number 4,Automated Rule-Based Diagnosis through a Distributed Monitor System.,Gunjan Khanna;Mike Yu Cheng;Padma Varadharajan;Saurabh Bagchi;Miguel P. Correia;Paulo Veríssimo;,https://doi.org/10.1109/TDSC.2007.70211
tdsc/tdsc4,October-December 2007,Number 4,Fault Tolerance via Diversity for Off-the-Shelf Products: A Study with SQL Database Servers.,Ilir Gashi;Peter T. Popov;Lorenzo Strigini;,https://doi.org/10.1109/TDSC.2007.70208
tdsc/tdsc4,October-December 2007,Number 4,Online Diagnosis and Recovery: On the Choice and Impact of Tuning Parameters.,Marco Serafini;Andrea Bondavalli;Neeraj Suri;,https://doi.org/10.1109/TDSC.2007.70210
tdsc/tdsc4,October-December 2007,Number 4,Opportunistic Encryption: A Trade-Off between Security and Throughput in Wireless Networks.,Mohamed A. Haleem;Chetan Nanjunda Mathur;Rajarathnam Chandramouli;K. P. Subbalakshmi;,https://doi.org/10.1109/TDSC.2007.70214
tdsc/tdsc4,October-December 2007,Number 4,Securing Designs against Scan-Based Side-Channel Attacks.,Jeremy Lee;Mohammad Tehranipoor;Chintan Patel;Jim Plusquellic;,https://doi.org/10.1109/TDSC.2007.70215
