tdsc/tdsc11,January - February 2014,Number 1,Editorial.,Elisa Bertino;,https://doi.org/10.1109/TDSC.2014.3
tdsc/tdsc11,January - February 2014,Number 1,A Large-Scale Study of the Time Required to Compromise a Computer System.,Hannes Holm;,https://doi.org/10.1109/TDSC.2013.21
tdsc/tdsc11,January - February 2014,Number 1,Fault-Tolerant Network Interfaces for Networks-on-Chip.,Leandro Fiorin;Mariagiovanna Sami;,https://doi.org/10.1109/TDSC.2013.28
tdsc/tdsc11,January - February 2014,Number 1,k-Zero Day Safety: A Network Security Metric for Measuring the Risk of Unknown Vulnerabilities.,Lingyu Wang;Sushil Jajodia;Anoop Singhal;Pengsu Cheng;Steven Noel;,https://doi.org/10.1109/TDSC.2013.24
tdsc/tdsc11,January - February 2014,Number 1,Robustness Analysis of Embedded Control Systems with Respect to Signal Perturbations: Finding Minimal Counterexamples Using Fault Injection.,Satya Gautam Vadlamudi;Partha Pratim Chakrabarti;,https://doi.org/10.1109/TDSC.2013.23
tdsc/tdsc11,January - February 2014,Number 1,Secure Two-Party Differentially Private Data Release for Vertically Partitioned Data.,Noman Mohammed;Dima Alhadidi;Benjamin C. M. Fung;Mourad Debbabi;,https://doi.org/10.1109/TDSC.2013.22
tdsc/tdsc11,January - February 2014,Number 1,Security Games for Node Localization through Verifiable Multilateration.,Nicola Basilico;Nicola Gatti;Mattia Monga;Sabrina Sicari;,https://doi.org/10.1109/TDSC.2013.30
tdsc/tdsc11,March - April 2014,Number 2,Analysis of Field Data on Web Security Vulnerabilities.,José Fonseca;Nuno Seixas;Marco Vieira;Henrique Madeira;,https://doi.org/10.1109/TDSC.2013.37
tdsc/tdsc11,March - April 2014,Number 2,CipherXRay: Exposing Cryptographic Operations and Transient Secrets from Monitored Binary Execution.,Xin Li;Xinyuan Wang;Wentao Chang;,https://doi.org/10.1109/TDSC.2012.83
tdsc/tdsc11,March - April 2014,Number 2,Efficient and Privacy-Aware Data Aggregation in Mobile Sensing.,Qinghua Li;Guohong Cao;Thomas F. La Porta;,https://doi.org/10.1109/TDSC.2013.31
tdsc/tdsc11,March - April 2014,Number 2,Ensuring the Performance of Apache HTTP Server Affected by Aging.,Jing Zhao;Kishor S. Trivedi;Michael Grottke;Javier Alonso;Yanbin Wang;,https://doi.org/10.1109/TDSC.2013.38
tdsc/tdsc11,March - April 2014,Number 2,Human Effects of Enhanced Privacy Management Models.,Gorrell P. Cheek;Mohamed Shehab;,https://doi.org/10.1109/TDSC.2013.34
tdsc/tdsc11,March - April 2014,Number 2,Private Searching on Streaming Data Based on Keyword Frequency.,Xun Yi;Elisa Bertino;Jaideep Vaidya;Chaoping Xing;,https://doi.org/10.1109/TDSC.2013.36
tdsc/tdsc11,March - April 2014,Number 2,Process Authentication for High System Assurance.,Hussain M. J. Almohri;Danfeng Yao;Dennis G. Kafura;,https://doi.org/10.1109/TDSC.2013.29
tdsc/tdsc11,March - April 2014,Number 2,STARS: A Statistical Traffic Pattern Discovery System for MANETs.,Yang Qin;Dijiang Huang;Bing Li;,https://doi.org/10.1109/TDSC.2013.33
tdsc/tdsc11,March - April 2014,Number 2,"When Does ""Diversity"" in Development Reduce Common Failures? Insights from Probabilistic Modeling.",Kizito Salako;Lorenzo Strigini;,https://doi.org/10.1109/TDSC.2013.32
tdsc/tdsc11,May - June 2014,Number 3,MOSES: Supporting and Enforcing Security Profiles on Smartphones.,Yury Zhauniarovich;Giovanni Russello;Mauro Conti;Bruno Crispo;Earlence Fernandes;,https://doi.org/10.1109/TDSC.2014.2300482
