tdsc/tdsc9,2012,Number 1,Editorial.,Ravi S. Sandhu;,https://doi.org/10.1109/TDSC.2012.7
tdsc/tdsc9,2012,Number 1,A Flexible Approach to Improving System Reliability with Virtual Lockstep.,Casey M. Jeffery;Renato J. O. Figueiredo;,https://doi.org/10.1109/TDSC.2010.53
tdsc/tdsc9,2012,Number 1,A Flexible Approach to Multisession Trust Negotiations.,Anna Cinzia Squicciarini;Elisa Bertino;Alberto Trombetta;Stefano Braghin;,https://doi.org/10.1109/TDSC.2011.31
tdsc/tdsc9,2012,Number 1,A Stochastic Model of Multivirus Dynamics.,Shouhuai Xu;Wenlian Lu;Zhenxin Zhan;,https://doi.org/10.1109/TDSC.2011.33
tdsc/tdsc9,2012,Number 1,Conditional Diagnosability of Augmented Cubes under the PMC Model.,Nai-Wen Chang;Sun-Yuan Hsieh;,https://doi.org/10.1109/TDSC.2010.59
tdsc/tdsc9,2012,Number 1,Dynamic Security Risk Management Using Bayesian Attack Graphs.,Nayot Poolsappasit;Rinku Dewri;Indrajit Ray;,https://doi.org/10.1109/TDSC.2011.34
tdsc/tdsc9,2012,Number 1,Extending Attack Graph-Based Security Metrics and Aggregating Their Application.,Nwokedi C. Idika;Bharat K. Bhargava;,https://doi.org/10.1109/TDSC.2010.61
tdsc/tdsc9,2012,Number 1,Low Energy Online Self-Test of Embedded Processors in Dependable WSN Nodes.,Andreas Merentitis;Nektarios Kranitis;Antonis M. Paschalis;Dimitris Gizopoulos;,https://doi.org/10.1109/TDSC.2011.17
tdsc/tdsc9,2012,Number 1,Packet-Hiding Methods for Preventing Selective Jamming Attacks.,Alejandro Proaño;Loukas Lazos;,https://doi.org/10.1109/TDSC.2011.41
tdsc/tdsc9,2012,Number 1,pCloud: A Distributed System for Practical PIR.,Stavros Papadopoulos;Spiridon Bakiras;Dimitris Papadias;,https://doi.org/10.1109/TDSC.2010.60
tdsc/tdsc9,2012,Number 1,Revisiting Defenses against Large-Scale Online Password Guessing Attacks.,Mansour Alsaleh;Mohammad Mannan;Paul C. van Oorschot;,https://doi.org/10.1109/TDSC.2011.24
tdsc/tdsc9,March - April 2012,Number 2,Automatic Reconfiguration for Large-Scale Reliable Storage Systems.,Rodrigo Rodrigues;Barbara Liskov;Kathryn Chen;Moses Liskov;David A. Schultz;,https://doi.org/10.1109/TDSC.2010.52
tdsc/tdsc9,March - April 2012,Number 2,Compiler-Directed Soft Error Mitigation for Embedded Systems.,Antonio Martínez-Álvarez;Sergio Cuenca-Asensi;Felipe Restrepo-Calle;Francisco R. Palomo;Hipólito Guzmán-Miranda;Miguel A. Aguirre;,https://doi.org/10.1109/TDSC.2011.54
tdsc/tdsc9,March - April 2012,Number 2,Data-Provenance Verification For Secure Hosts.,Kui Xu;Huijun Xiong;Chehai Wu;Deian Stefan;Danfeng Yao;,https://doi.org/10.1109/TDSC.2011.50
tdsc/tdsc9,March - April 2012,Number 2,Design and Implementation of TARF: A Trust-Aware Routing Framework for WSNs.,Guoxing Zhan;Weisong Shi;Hongmei Julia Deng;,https://doi.org/10.1109/TDSC.2011.58
tdsc/tdsc9,March - April 2012,Number 2,Detecting Spam Zombies by Monitoring Outgoing Messages.,Zhenhai Duan;Peng Chen;Fernando Sanchez;Yingfei Dong;Mary Stephenson;James Michael Barker;,https://doi.org/10.1109/TDSC.2011.49
tdsc/tdsc9,March - April 2012,Number 2,On the Security and Efficiency of Content Distribution via Network Coding.,Qiming Li;John C. S. Lui;Dah-Ming Chiu;,https://doi.org/10.1109/TDSC.2011.32
tdsc/tdsc9,March - April 2012,Number 2,"Persuasive Cued Click-Points: Design, Implementation, and Evaluation of a Knowledge-Based Authentication Mechanism.",Sonia Chiasson;Elizabeth Stobert;Alain Forget;Robert Biddle;Paul C. van Oorschot;,https://doi.org/10.1109/TDSC.2011.55
tdsc/tdsc9,March - April 2012,Number 2,Quantitative Analysis of Consensus Algorithms.,Fatemeh Borran;Martin Hutle;Nuno Santos;André Schiper;,https://doi.org/10.1109/TDSC.2011.48
tdsc/tdsc9,March - April 2012,Number 2,Risk-Aware Mitigation for MANET Routing Attacks.,Ziming Zhao;Hongxin Hu;Gail-Joon Ahn;Ruoyu Wu;,https://doi.org/10.1109/TDSC.2011.51
tdsc/tdsc9,March - April 2012,Number 2,SecuredTrust: A Dynamic Trust Computation Model for Secured Communication in Multiagent Systems.,Anupam Das;Mohammad Mahfuzul Islam;,https://doi.org/10.1109/TDSC.2011.57
tdsc/tdsc9,March - April 2012,Number 2,Stabilization Enabling Technology.,Shlomi Dolev;Yinnon A. Haviv;,https://doi.org/10.1109/TDSC.2011.60
tdsc/tdsc9,March - April 2012,Number 2,Survivability Experiment and Attack Characterization for RFID.,Yanjun Zuo;,https://doi.org/10.1109/TDSC.2011.30
tdsc/tdsc9,March - April 2012,Number 2,Security of Bertino-Shang-Wagstaff Time-Bound Hierarchical Key Management Scheme for Secure Broadcasting.,Xun Yi;,https://doi.org/10.1109/TDSC.2010.42
tdsc/tdsc9,May - June 2012,Number 3,A Taxonomy of Buffer Overflow Characteristics.,Matt Bishop;Sophie Engle;Damien Howard;Sean Whalen;,https://doi.org/10.1109/TDSC.2012.10
