tdsc/tdsc6,January - March 2009,Number 1,Dependability Evaluation with Dynamic Reliability Block Diagrams and Dynamic Fault Trees.,Salvatore Distefano;Antonio Puliafito;,https://doi.org/10.1109/TDSC.2007.70242
tdsc/tdsc6,January - March 2009,Number 1,Dynamic Verification of Memory Consistency in Cache-Coherent Multithreaded Computer Architectures.,Albert Meixner;Daniel J. Sorin;,https://doi.org/10.1109/TDSC.2007.70243
tdsc/tdsc6,January - March 2009,Number 1,Flexible Rollback Recovery in Dynamic Heterogeneous Grid Computing.,Samir Jafar;Axel W. Krings;Thierry Gautier;,https://doi.org/10.1109/TDSC.2008.17
tdsc/tdsc6,January - March 2009,Number 1,The Design of a Generic Intrusion-Tolerant Architecture for Web Servers.,Ayda Saïdane;Vincent Nicomette;Yves Deswarte;,https://doi.org/10.1109/TDSC.2008.1
tdsc/tdsc6,January - March 2009,Number 1,The Effectiveness of Checksums for Embedded Control Networks.,T. C. Maxino;P. J. Koopman;,https://doi.org/10.1109/TDSC.2007.70216
tdsc/tdsc6,January - March 2009,Number 1,Security Analysis of the SASI Protocol.,Tianjie Cao;Elisa Bertino;Hong Lei;,https://doi.org/10.1109/TDSC.2008.32
tdsc/tdsc6,April - June 2009,Number 2,Accurately Measuring Denial of Service in Simulation and Testbed Experiments.,Jelena Mirkovic;Alefiya Hussain;Sonia Fahmy;Peter L. Reiher;Roshan K. Thomas;,https://doi.org/10.1109/TDSC.2008.73
tdsc/tdsc6,April - June 2009,Number 2,Beyond Output Voting: Detecting Compromised Replicas Using HMM-Based Behavioral Distance.,Debin Gao;Michael K. Reiter;Dawn Xiaodong Song;,https://doi.org/10.1109/TDSC.2008.39
tdsc/tdsc6,April - June 2009,Number 2,Evaluating the Vulnerability of Network Traffic Using Joint Security and Routing Analysis.,Patrick Tague;David Slater;Jason Rogers;Radha Poovendran;,https://doi.org/10.1109/TDSC.2008.60
tdsc/tdsc6,April - June 2009,Number 2,Instruction-Based Online Periodic Self-Testing of Microprocessors with Floating-Point Units.,George Xenoulis;Dimitris Gizopoulos;Mihalis Psarakis;Antonis M. Paschalis;,https://doi.org/10.1109/TDSC.2008.68
tdsc/tdsc6,April - June 2009,Number 2,PLR: A Software Approach to Transient Fault Tolerance for Multicore Architectures.,Alex Shye;Joseph Blomstedt;Tipp Moseley;Vijay Janapa Reddi;Daniel A. Connors;,https://doi.org/10.1109/TDSC.2008.62
tdsc/tdsc6,April - June 2009,Number 2,Cryptanalysis of a Generalized Ring Signature Scheme.,Huaqun Wang;Futai Zhang;Yanfei Sun;,https://doi.org/10.1109/TDSC.2009.13
tdsc/tdsc6,April - June 2009,Number 2,Online Periodic Self-Test Scheduling for Real-Time Processor-Based Systems Dependability Enhancement.,Dimitris Gizopoulos;,https://doi.org/10.1109/TDSC.2009.12
tdsc/tdsc6,April - June 2009,Number 2,On the Security of an Efficient Time-Bound Hierarchical Key Management Scheme.,Hung-Min Sun;King-Hang Wang;Chien-Ming Chen;,https://doi.org/10.1109/TDSC.2009.15
tdsc/tdsc6,July - September 2009,Number 3,A New Decision-Diagram-Based Method for Efficient Analysis on Multistate Systems.,Liudong Xing;Yuanshun Dai;,https://doi.org/10.1109/TDSC.2007.70244
tdsc/tdsc6,July - September 2009,Number 3,Error Detection and Fault Tolerance in ECSM Using Input Randomization.,Agustin Dominguez-Oviedo;M. Anwar Hasan;,https://doi.org/10.1109/TDSC.2008.21
tdsc/tdsc6,July - September 2009,Number 3,KTR: An Efficient Key Management Scheme for Secure Data Access Control in Wireless Broadcast Services.,Qijun Gu;Peng Liu;Wang-Chien Lee;Chao-Hsien Chu;,https://doi.org/10.1109/TDSC.2008.12
tdsc/tdsc6,July - September 2009,Number 3,Modeling Soft Errors at the Device and Logic Levels for Combinational Circuits.,Rajaraman Ramanarayanan;Vijay Degalahal;Krishnan Ramakrishnan;Jungsub Kim;Vijaykrishnan Narayanan;Yuan Xie;Mary Jane Irwin;Kenan Unlu;,https://doi.org/10.1109/TDSC.2007.70231
tdsc/tdsc6,July - September 2009,Number 3,Reducing Soft Errors through Operand Width Aware Policies.,Oguz Ergin;Osman S. Unsal;Xavier Vera;Antonio González;,https://doi.org/10.1109/TDSC.2008.18
tdsc/tdsc6,July - September 2009,Number 3,Semiconcurrent Online Testing of Transition Faults through Output Response Comparison of Identical Circuits.,Irith Pomeranz;Sudhakar M. Reddy;,https://doi.org/10.1109/TDSC.2008.34
tdsc/tdsc6,October - December 2009,Number 4,A Novel Bicriteria Scheduling Heuristics Providing a Guaranteed Global System Failure Rate.,Alain Girault;Hamoudi Kalla;,https://doi.org/10.1109/TDSC.2008.50
tdsc/tdsc6,October - December 2009,Number 4,A Top-Down Design Methodology for Ultrahigh-Performance Hashing Cores.,Harris E. Michail;Athanasios Kakarountas;Athanasios Milidonis;Costas E. Goutis;,https://doi.org/10.1109/TDSC.2008.15
tdsc/tdsc6,October - December 2009,Number 4,Chasing the Weakest System Model for Implementing Ω and Consensus.,Martin Hutle;Dahlia Malkhi;Ulrich Schmid;Lidong Zhou;,https://doi.org/10.1109/TDSC.2008.24
tdsc/tdsc6,October - December 2009,Number 4,Is Asynchronous Logic More Robust Than Synchronous Logic?.,Babak Rahbaran;Andreas Steininger;,https://doi.org/10.1109/TDSC.2008.37
tdsc/tdsc6,October - December 2009,Number 4,JANUS: A Framework for Scalable and Secure Routing in Hybrid Wireless Networks.,Bogdan Carbunar;Ioannis Ioannidis;Cristina Nita-Rotaru;,https://doi.org/10.1109/TDSC.2008.14
tdsc/tdsc6,October - December 2009,Number 4,BLAST-SSAHA Hybridization for Credit Card Fraud Detection.,Amlan Kundu;Suvasini Panigrahi;Shamik Sural;Arun K. Majumdar;,https://doi.org/10.1109/TDSC.2009.11
