uss/evt-wote2011,2011,None,Auditing a DRE-Based Election in South Carolina.,Duncan A. Buell;Eleanor Hare;Frank Heindel;Chip Moore;Barbara Zia;,https://www.usenix.org/conference/evtwote-11/auditing-dre-based-election-south-carolina
uss/evt-wote2011,2011,None,Applying a Reusable Election Threat Model at the County Level.,Eric Lazarus;David L. Dill;Jeremy Epstein;,https://www.usenix.org/conference/evtwote-11/applying-reusable-election-threat-model-county-level
uss/evt-wote2011,2011,None,SOBA: Secrecy-preserving Observable Ballot-level Audit.,Josh Benaloh;Douglas W. Jones;Eric Lazarus;Mark Lindeman;Philip B. Stark;,https://www.usenix.org/conference/evtwote-11/soba-secrecy-preserving-observable-ballot-level-audit
uss/evt-wote2011,2011,None,Secure Internet Voting on Limited Devices with Anonymized DSA Public Keys.,Rolf Haenni;Oliver Spycher;,https://www.usenix.org/conference/evtwote-11/secure-internet-voting-limited-devices-anonymized-dsa-public-keys
uss/evt-wote2011,2011,None,Authentication Codes.,Chris Culnane;David Bismark;James Heather;Steve Schneider;Sriramkrishnan Srinivasan;Zhe Xia;,https://www.usenix.org/conference/evtwote-11/authentication-codes
uss/evt-wote2011,2011,None,Prêt à Voter with Confirmation Codes.,Peter Y. A. Ryan;,https://www.usenix.org/conference/evtwote-11/pr%C3%AAt-%C3%A0-voter-confirmation-codes
uss/evt-wote2011,2011,None,Usability Analysis of Helios - An Open Source Verifiable Remote Electronic Voting System.,Fatih Karayumak;Maina M. Olembo;Michaela Kauer;Melanie Volkamer;,https://www.usenix.org/conference/evtwote-11/usability-analysis-helios-%E2%80%94-open-source-verifiable-remote-electronic-voting
uss/evt-wote2011,2011,None,Running Mixnet-Based Elections with Helios.,Philippe Bulens;Damien Giry;Olivier Pereira;,https://www.usenix.org/conference/evtwote-11/running-mixnet-based-elections-helios
uss/evt-wote2011,2011,None,"Scantegrity III: Automatic Trustworthy Receipts, Highlighting Over/Under Votes, and Full Voter Verifiability.",Alan T. Sherman;Russell A. Fink;Richard Carback;David Chaum;,https://www.usenix.org/conference/evtwote-11/scantegrity-iii-automatic-trustworthy-receipts-highlighting-overunder-votes
uss/evt-wote2011,2011,None,Estimating the Margin of Victory for Instant-Runoff Voting.,David Cary;,https://www.usenix.org/conference/evtwote-11/estimating-margin-victory-instant-runoff-voting
uss/evt-wote2011,2011,None,Computing the Margin of Victory in IRV Elections.,Thomas R. Magrino;Ronald L. Rivest;Emily Shen;,https://www.usenix.org/conference/evtwote-11/computing-margin-victory-irv-elections
uss/evt-wote2011,2011,None,An Analysis of Write-in Marks on Optical Scan Ballots.,Theron Ji;Eric Kim;Raji Srikantan;Alan Tsai;Arel Cordero;David A. Wagner;,https://www.usenix.org/conference/evtwote-11/analysis-write-marks-optical-scan-ballots
uss/evt-wote2011,2011,None,Accessible Polling Places for the Visually Impaired: A Compilation of Survey Results.,Gillian E. Piner;Michael D. Byrne;,https://www.usenix.org/conference/evtwote-11/accessible-polling-places-visually-impaired-compilation-survey-results
