uss/hotsec2010,2010,None,Retroactive Detection of Malware with Applications to Mobile Platforms.,Markus Jakobsson;Karl-Anders Johansson;,https://www.usenix.org/conference/hotsec10/retroactive-detection-malware-applications-mobile-platforms
uss/hotsec2010,2010,None,Scalable Web Object Inspection and Malfease Collection.,Charalampos Andrianakis;Paul Seymer;Angelos Stavrou;,https://www.usenix.org/conference/hotsec10/scalable-web-object-inspection-and-malfease-collection
uss/hotsec2010,2010,None,Evading Cellular Data Monitoring with Human Movement Networks.,Adam J. Aviv;Micah Sherr;Matt Blaze;Jonathan M. Smith;,https://www.usenix.org/conference/hotsec10/evading-cellular-data-monitoring-human-movement-networks
uss/hotsec2010,2010,None,Challenges in Access Right Assignment for Secure Home Networks.,Tiffany Hyun-Jin Kim;Lujo Bauer;James Newsome;Adrian Perrig;Jesse Walker;,https://www.usenix.org/conference/hotsec10/challenges-access-right-assignment-secure-home-networks
uss/hotsec2010,2010,None,Scalable Anonymous Communication with Provable Security.,Prateek Mittal;Nikita Borisov;Carmela Troncoso;Alfredo Rial;,https://www.usenix.org/conference/hotsec10/scalable-anonymous-communication-provable-security
uss/hotsec2010,2010,None,Popularity Is Everything: A New Approach to Protecting Passwords from Statistical-Guessing Attacks.,Stuart E. Schechter;Cormac Herley;Michael Mitzenmacher;,https://www.usenix.org/conference/hotsec10/popularity-everything-new-approach-protecting-passwords-statistical-guessing
uss/hotsec2010,2010,None,Moving from Logical Sharing of Guest OS to Physical Sharing of Deduplication on Virtual Machine.,Kuniyasu Suzaki;Toshiki Yagi;Kengo Iijima;Anh-Quynh Nguyen;Cyrille Artho;Yoshihito Watanebe;,https://www.usenix.org/conference/hotsec10/moving-logical-sharing-guest-os-physical-sharing-deduplication-virtual-machine
uss/hotsec2010,2010,None,Embedded Firmware Diversity for Smart Electric Meters.,Stephen E. McLaughlin;Dmitry Podkuiko;Adam Delozier;Sergei Miadzvezhanka;Patrick D. McDaniel;,https://www.usenix.org/conference/hotsec10/embedded-firmware-diversity-smart-electric-meters
uss/hotsec2010,2010,None,Visual Security Policy for the Web.,Terri Oda;Anil Somayaji;,https://www.usenix.org/conference/hotsec10/visual-security-policy-web
uss/hotsec2010,2010,None,Cybercasing the Joint: On the Privacy Implications of Geo-Tagging.,Gerald Friedland;Robin Sommer;,https://www.usenix.org/conference/hotsec10/cybercasing-joint-privacy-implications-geo-tagging
uss/hotsec2010,2010,None,On the Impossibility of Cryptography Alone for Privacy-Preserving Cloud Computing.,Marten van Dijk;Ari Juels;,https://www.usenix.org/conference/hotsec10/impossibility-cryptography-alone-privacy-preserving-cloud-computing
