joc/joc17,January 2004,Number 1,Preface.,Oded Goldreich;,https://doi.org/10.1007/s00145-003-1701-3
joc/joc17,January 2004,Number 1,Optimal Randomizer Efficiency in the Bounded-Storage Model.,Stefan Dziembowski;Ueli M. Maurer;,https://doi.org/10.1007/s00145-003-0309-y
joc/joc17,January 2004,Number 1,Encryption against Storage-Bounded Adversaries from On-Line Strong Extractors.,Chi-Jen Lu;,https://doi.org/10.1007/s00145-003-0217-1
joc/joc17,January 2004,Number 1,Constructing Locally Computable Extractors and Cryptosystems in the Bounded-Storage Model.,Salil P. Vadhan;,https://doi.org/10.1007/s00145-003-0237-x
joc/joc17,March 2004,Number 2,RSA-OAEP Is Secure under the RSA Assumption.,Eiichiro Fujisaki;Tatsuaki Okamoto;David Pointcheval;Jacques Stern;,https://doi.org/10.1007/s00145-002-0204-y
joc/joc17,March 2004,Number 2,The Full Cost of Cryptanalytic Attacks.,Michael J. Wiener;,https://doi.org/10.1007/s00145-003-0213-5
joc/joc17,March 2004,Number 2,Reducing the Servers' Computation in Private Information Retrieval: PIR with Preprocessing.,Amos Beimel;Yuval Ishai;Tal Malkin;,https://doi.org/10.1007/s00145-004-0134-y
joc/joc17,June 2004,Number 3,Adaptive versus Non-Adaptive Security of Multi-Party Protocols.,Ran Canetti;Ivan Damgård;Stefan Dziembowski;Yuval Ishai;Tal Malkin;,https://doi.org/10.1007/s00145-004-0135-x
joc/joc17,June 2004,Number 3,Nearly One-Sided Tests and the Goldreich?Levin Predicate.,Gustav Hast;,https://doi.org/10.1007/s00145-003-0141-4
joc/joc17,September 2004,Number 4,Preface.,Arjen K. Lenstra;,https://doi.org/10.1007/s00145-004-1704-8
joc/joc17,September 2004,Number 4,"The Weil Pairing, and Its Efficient Calculation.",Victor S. Miller;,https://doi.org/10.1007/s00145-004-0315-8
joc/joc17,September 2004,Number 4,A One Round Protocol for Tripartite Diffie-Hellman.,Antoine Joux;,https://doi.org/10.1007/s00145-004-0312-y
joc/joc17,September 2004,Number 4,Evidence that XTR Is More Secure than Supersingular Elliptic Curve Cryptosystems.,Eric R. Verheul;,https://doi.org/10.1007/s00145-004-0313-x
joc/joc17,September 2004,Number 4,Short Signatures from the Weil Pairing.,Dan Boneh;Ben Lynn;Hovav Shacham;,https://doi.org/10.1007/s00145-004-0314-9
joc/joc17,September 2004,Number 4,Efficient Implementation of Pairing-Based Cryptosystems.,Paulo S. L. M. Barreto;Ben Lynn;Michael Scott;,https://doi.org/10.1007/s00145-004-0311-z
