jcs/jcs8,2000,Number 1,A Semantic-Based Execution Model for Multilevel Secure Workflows.,Vijayalakshmi Atluri;Wei-kuang Huang;Elisa Bertino;,http://content.iospress.com/articles/journal-of-computer-security/jcs126
jcs/jcs8,2000,Number 1,A Ticket-Based Access Control Architecture for Object Systems.,John Hale;Jody Threet;Sujeet Shenoi;,http://content.iospress.com/articles/journal-of-computer-security/jcs128
jcs/jcs8,2000,Number 1,Structured Name-Spaces in Secure Databases.,Adrian Spalka;Armin B. Cremers;,http://content.iospress.com/articles/journal-of-computer-security/jcs123
jcs/jcs8,2000,Number 2/3,A Petri Net Based Safety Analysis of Workflow Authorization Models.,Vijayalakshmi Atluri;Wei-kuang Huang;,http://content.iospress.com/articles/journal-of-computer-security/jcs113
jcs/jcs8,2000,Number 2/3,Authorization in CORBA Security.,Günter Karjoth;,http://content.iospress.com/articles/journal-of-computer-security/jcs134
jcs/jcs8,2000,Number 2/3,A Logic-Based Approach for Enforcing Access Control.,Elisa Bertino;Francesco Buccafurri;Elena Ferrari;Pasquale Rullo;,http://content.iospress.com/articles/journal-of-computer-security/jcs131
jcs/jcs8,2000,Number 2/3,Side Channel Cryptanalysis of Product Ciphers.,John Kelsey;Bruce Schneier;David A. Wagner;Chris Hall;,http://content.iospress.com/articles/journal-of-computer-security/jcs133
jcs/jcs8,2000,Number 2/3,Fixed- vs. Variable-Length Patterns for Detecting Suspicious Process Behavior.,Andreas Wespi;Hervé Debar;Marc Dacier;Mehdi Nassehi;,http://content.iospress.com/articles/journal-of-computer-security/jcs130
jcs/jcs8,2000,Number 2/3,Authentication and Payment in Future Mobile Systems.,Günther Horn;Bart Preneel;,http://content.iospress.com/articles/journal-of-computer-security/jcs132
jcs/jcs8,2000,Number 4,Intrusion Confinement by Isolation in Information Systems.,Peng Liu;Sushil Jajodia;Catherine D. McCollum;,http://content.iospress.com/articles/journal-of-computer-security/jcs138
jcs/jcs8,2000,Number 4,Using Sample Size to Limit Exposure to Data Mining.,Chris Clifton;,http://content.iospress.com/articles/journal-of-computer-security/jcs137
jcs/jcs8,2000,Number 4,Temporal Authorization Bases: From Specification to Integration.,Elisa Bertino;Piero A. Bonatti;Elena Ferrari;Maria Luisa Sapino;,http://content.iospress.com/articles/journal-of-computer-security/jcs140
